id,FTID,belongtoDevice,Function,Location,Device,Type,description,voltage,current,resistance,isSocket,isSetPoint,isSensePoint
1,=A01+K1.H2-Q1:D2,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,D2,0,0,0,0,0,0
2,=A01+K1.B1-K3:14,A01+K1.B1-K3,A01,K1.B1,K3,Unknown,14,0,0,0,0,0,0
3,=A01+K1.H2-W0:L1,A01+K1.H2-W0,A01,K1.H2,W0,Unknown,L1,0,0,0,0,0,0
4,=A01+K1.H2-Q1:T1,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,T1,0,0,0,0,0,0
5,=A01+K1.H2-F0:2,A01+K1.H2-F0,A01,K1.H2,F0,Unknown,2,0,0,0,0,0,0
6,=A01+K1.H2-Q1:L1,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,L1,0,0,0,0,0,0
8,=A01+K1.H2-Q2:L1,A01+K1.H2-Q2,A01,K1.H2,Q2,Unknown,L1,0,0,0,0,0,0
9,=A01+K1.H2-W0:L2,A01+K1.H2-W0,A01,K1.H2,W0,Unknown,L2,0,0,0,0,0,0
10,=A01+K1.H2-Q1:T2,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,T2,0,0,0,0,0,0
11,=A01+K1.H2-F0:4,A01+K1.H2-F0,A01,K1.H2,F0,Unknown,4,0,0,0,0,0,0
12,=A01+K1.H2-Q1:L2,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,L2,0,0,0,0,0,0
14,=A01+K1.H2-Q2:L2,A01+K1.H2-Q2,A01,K1.H2,Q2,Unknown,L2,0,0,0,0,0,0
15,=A01+K1.H2-W0:L3,A01+K1.H2-W0,A01,K1.H2,W0,Unknown,L3,0,0,0,0,0,0
16,=A01+K1.H2-Q1:T3,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,T3,0,0,0,0,0,0
17,=A01+K1.H2-Q1:L3,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,L3,0,0,0,0,0,0
18,=A01+K1.H2-F0:6,A01+K1.H2-F0,A01,K1.H2,F0,Unknown,6,0,0,0,0,0,0
20,=A01+K1.H2-Q2:L3,A01+K1.H2-Q2,A01,K1.H2,Q2,Unknown,L3,0,0,0,0,0,0
21,=A01+K1.H2-X1:N:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,N:2,0,0,0,0,0,0
22,=A01+K1.H2-X1:N:1,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,N:1,0,0,0,0,0,0
24,=A02+K1.H2-X5:N:1,A02+K1.H2-X5,A02,K1.H2,X5,Terminal_Point,N:1,0,0,0,0,0,0
26,=A01+K1.H2-X1:PE:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,PE:2,0,0,0,0,0,0
27,=A01+S1-W0:PE,A01+S1-W0,A01,S1,W0,Unknown,PE,0,0,0,0,0,0
28,=A01+K1.H2-X1:PE:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,PE:4,0,0,0,0,0,0
29,=A02+K1.H2-W20:SE,A02+K1.H2-W20,A02,K1.H2,W20,Unknown,SE,0,0,0,0,0,0
30,=A01+K1.H2-X1:PE:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,PE:3,0,0,0,0,0,0
32,=A02+K1.H2-X6:PE:1,A02+K1.H2-X6,A02,K1.H2,X6,Terminal_Point,PE:1,0,0,0,0,0,0
33,=A01+K1.H2-Q1:3.14,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,3.14,0,0,0,0,0,0
34,=A01+K1.H2-G1:SEC:31,A01+K1.H2-G1,A01,K1.H2,G1,Unknown,SEC:31,0,0,0,0,0,0
35,=A01+K1.H2-Q1:3.13,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,3.13,0,0,0,0,0,0
36,=A01+K1.H2-Q1:D1,A01+K1.H2-Q1,A01,K1.H2,Q1,Unknown,D1,0,0,0,0,0,0
38,=A01+K1.H2-X1:PE:1,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,PE:1,0,0,0,0,0,0
40,=A01+K1.H2-G1:PRI:PE,A01+K1.H2-G1,A01,K1.H2,G1,Unknown,PRI:PE,0,0,0,0,0,0
41,=A01+K1.H2-Q2:T1,A01+K1.H2-Q2,A01,K1.H2,Q2,Unknown,T1,0,0,0,0,0,0
42,=A01+K1.H2-G1:PRI:1,A01+K1.H2-G1,A01,K1.H2,G1,Unknown,PRI:1,0,0,0,0,0,0
43,=A01+K1.H2-G1:SEC:32,A01+K1.H2-G1,A01,K1.H2,G1,Unknown,SEC:32,0,0,0,0,0,0
44,=A02+K1.B1-X20-X20.5F:20,A02+K1.B1-X20-X20.5F,A02,K1.B1,X20-X20.5F,Terminal_Point,20,0,0,0,1,0,0
45,=A01+K1.H2-Q2:T2,A01+K1.H2-Q2,A01,K1.H2,Q2,Unknown,T2,0,0,0,0,0,0
46,=A01+K1.H2-G1:PRI:2,A01+K1.H2-G1,A01,K1.H2,G1,Unknown,PRI:2,0,0,0,0,0,0
47,=A01+K1.H2-Q2:T3,A01+K1.H2-Q2,A01,K1.H2,Q2,Unknown,T3,0,0,0,0,0,0
48,=A01+K1.H2-X1:5:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,5:3,0,0,0,0,0,0
50,=A01+K1.H2-X1:7:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,7:3,0,0,0,0,0,0
51,=A01+K1.B1-K3:11,A01+K1.B1-K3,A01,K1.B1,K3,Unknown,11,0,0,0,0,0,0
52,=A01+K1.H2-X1:3:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,3:4,0,0,0,0,0,0
53,=A01+K1.H2-X1:2:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,2:5,0,0,0,0,0,0
54,=A02+K1.B1-A3:13,A02+K1.B1-A3,A02,K1.B1,A3,Unknown,13,0,0,0,0,0,0
55,=A01+K1.G2-S1:4,A01+K1.G2-S1,A01,K1.G2,S1,Unknown,4,0,0,0,0,0,0
56,=A01+K1.H2-X1:2:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,2:2,0,0,0,0,0,0
57,=A01+K1.H2-X1:1:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,1:4,0,0,0,0,0,0
58,=A01+K1.G2-S1:3,A01+K1.G2-S1,A01,K1.G2,S1,Unknown,3,0,0,0,0,0,0
59,=A01+K1.B1-W7(-P1):P1:1,A01+K1.B1-W7(-P1),A01,K1.B1,W7(-P1),Unknown,P1:1,0,0,0,0,0,0
60,=A01+K1.H2-X1:1:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,1:3,0,0,0,0,0,0
61,=A01+K1.G2-S1:2,A01+K1.G2-S1,A01,K1.G2,S1,Unknown,2,0,0,0,0,0,0
62,=A01+K1.H2-X1:3:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,3:3,0,0,0,0,0,0
63,=A01+K1.G2-S1:1,A01+K1.G2-S1,A01,K1.G2,S1,Unknown,1,0,0,0,0,0,0
64,=A01+K1.H2-X1:4:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,4:2,0,0,0,0,0,0
65,=A01+K1.H2-X1:4:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,4:5,0,0,0,0,0,0
66,=A02+K1.B1-X20-X20.5F:19,A02+K1.B1-X20-X20.5F,A02,K1.B1,X20-X20.5F,Terminal_Point,19,0,0,0,1,0,0
67,=A02+K1.B1-X20-X20.5F:18,A02+K1.B1-X20-X20.5F,A02,K1.B1,X20-X20.5F,Terminal_Point,18,0,0,0,1,0,0
68,=A02+K1.B1-A3:14,A02+K1.B1-A3,A02,K1.B1,A3,Unknown,14,0,0,0,0,0,0
69,=A01+S1-S3:4,A01+S1-S3,A01,S1,S3,Unknown,4,0,0,0,0,0,0
70,=A02+K1.B1-X20-X20.5M:18,A02+K1.B1-X20-X20.5M,A02,K1.B1,X20-X20.5M,Terminal_Point,18,0,0,0,1,0,0
71,=A02+K1.B1-X20-X20.5F:17,A02+K1.B1-X20-X20.5F,A02,K1.B1,X20-X20.5F,Terminal_Point,17,0,0,0,1,0,0
72,=A01+S1-S3:1,A01+S1-S3,A01,S1,S3,Unknown,1,0,0,0,0,0,0
74,=A02+K1.B1-X20-X20.5M:17,A02+K1.B1-X20-X20.5M,A02,K1.B1,X20-X20.5M,Terminal_Point,17,0,0,0,1,0,0
75,=A01+S1-S3:.2,A01+S1-S3,A01,S1,S3,Unknown,.2,0,0,0,0,0,0
76,=A02+K1.B1-X20-X20.5M:19,A02+K1.B1-X20-X20.5M,A02,K1.B1,X20-X20.5M,Terminal_Point,19,0,0,0,1,0,0
77,=A01+S1-S3:.1,A01+S1-S3,A01,S1,S3,Unknown,.1,0,0,0,0,0,0
78,=A02+K1.B1-X20-X20.5M:20,A02+K1.B1-X20-X20.5M,A02,K1.B1,X20-X20.5M,Terminal_Point,20,0,0,0,1,0,0
79,=A01+K1.H2-X1:5:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,5:4,0,0,0,0,0,0
80,=A01+K1.B1-X20:L,A01+K1.B1-X20,A01,K1.B1,X20,Terminal_Point,L,0,0,0,1,0,0
81,=A01+K1.H2-X1:6:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,6:5,0,0,0,0,0,0
82,=A01+K1.B1-X20:N,A01+K1.B1-X20,A01,K1.B1,X20,Terminal_Point,N,0,0,0,1,0,0
83,=A02+K1.H2-X5:N:5,A02+K1.H2-X5,A02,K1.H2,X5,Terminal_Point,N:5,0,0,0,0,0,0
84,=A01+K1.H2-X1:6:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,6:2,0,0,0,0,0,0
86,=A01+K1.B1-X20:PE,A01+K1.B1-X20,A01,K1.B1,X20,Terminal_Point,PE,0,0,0,1,0,0
87,=A01+K1.H2-X1:7:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,7:4,0,0,0,0,0,0
88,=A01+K1.E1-E1:L,A01+K1.E1-E1,A01,K1.E1,E1,Unknown,L,0,0,0,0,0,0
90,=A01+K1.E1-E1:PE,A01+K1.E1-E1,A01,K1.E1,E1,Unknown,PE,0,0,0,0,0,0
91,=A01+K1.H2-X1:8:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,8:5,0,0,0,0,0,0
92,=A01+K1.E1-E1:N,A01+K1.E1-E1,A01,K1.E1,E1,Unknown,N,0,0,0,0,0,0
94,=A01+K1.H2-X1:8:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,8:2,0,0,0,0,0,0
96,=A01+K1.H1-G2-L+,A01+K1.H1-G2-L+,A01,K1.H1,G2-L+,Unknown,,0,0,0,0,0,0
97,=A01+K1.H2-F1:2,A01+K1.H2-F1,A01,K1.H2,F1,Unknown,2,0,0,0,0,0,0
98,=A01+K1.H1-G2-L,A01+K1.H1-G2-L,A01,K1.H1,G2-L,Unknown,,0,0,0,0,0,0
99,=A01+K1.H2-X1:9:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,9:4,0,0,0,0,0,0
100,=A01+K1.H2-F1:1,A01+K1.H2-F1,A01,K1.H2,F1,Unknown,1,0,0,0,0,0,0
101,=P01+K1.G1-E1:X4:L,P01+K1.G1-E1,P01,K1.G1,E1,Unknown,X4:L,0,0,0,0,0,0
102,=A01+K1.H2-X1:9:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,9:3,0,0,0,0,0,0
103,=A01+K1.H2-X1:10:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,10:5,0,0,0,0,0,0
104,=A01+K1.H1-G2-N,A01+K1.H1-G2-N,A01,K1.H1,G2-N,Unknown,,0,0,0,0,0,0
105,=P01+K1.G1-E1:X4:N,P01+K1.G1-E1,P01,K1.G1,E1,Unknown,X4:N,0,0,0,0,0,0
106,=A01+K1.H2-X1:10:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,10:2,0,0,0,0,0,0
107,=A01+K1.H1-G2-L-,A01+K1.H1-G2-L-,A01,K1.H1,G2-L-,Unknown,,0,0,0,0,0,0
108,=A01+K1.B1-W7(-P2):P2:1,A01+K1.B1-W7(-P2),A01,K1.B1,W7(-P2),Unknown,P2:1,0,0,0,0,0,0
110,=A01+K1.H1-G2-PE,A01+K1.H1-G2-PE,A01,K1.H1,G2-PE,Unknown,,0,0,0,0,0,0
111,=A02+K1.H2-X6:2:2,A02+K1.H2-X6,A02,K1.H2,X6,Terminal_Point,2:2,0,0,0,0,0,0
112,=A01+K1.H1-G2-PE:PE,A01+K1.H1-G2-PE,A01,K1.H1,G2-PE,Unknown,PE,0,0,0,0,0,0
114,=A02+K1.H2-X6:3:1,A02+K1.H2-X6,A02,K1.H2,X6,Terminal_Point,3:1,0,0,0,0,0,0
115,=A01+K1.H2-X1:11:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,11:4,0,0,0,0,0,0
116,=A02+K1.B1-A5:1,A02+K1.B1-A5,A02,K1.B1,A5,Unknown,1,0,0,0,0,0,0
117,=A01+K1.H2-X1:11:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,11:3,0,0,0,0,0,0
118,=A02+K1.H2-Q1:T1,A02+K1.H2-Q1,A02,K1.H2,Q1,Unknown,T1,0,0,0,0,0,0
120,=A02+K1.H1-G2:L1,A02+K1.H1-G2,A02,K1.H1,G2,Unknown,L1,0,0,0,0,0,0
121,=A01+K1.H2-X1:12:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,12:5,0,0,0,0,0,0
122,=A02+K1.B1-A5:2,A02+K1.B1-A5,A02,K1.B1,A5,Unknown,2,0,0,0,0,0,0
123,=A01+K1.H2-X1:12:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,12:2,0,0,0,0,0,0
124,=A02+K1.H2-Q1:T2,A02+K1.H2-Q1,A02,K1.H2,Q1,Unknown,T2,0,0,0,0,0,0
126,=A02+K1.H1-G2:L2,A02+K1.H1-G2,A02,K1.H1,G2,Unknown,L2,0,0,0,0,0,0
127,=A01+K1.H2-X1:13:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,13:4,0,0,0,0,0,0
128,=A02+K1.B1-A5:3,A02+K1.B1-A5,A02,K1.B1,A5,Unknown,3,0,0,0,0,0,0
129,=A01+K1.H2-X1:13:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,13:3,0,0,0,0,0,0
130,=A02+K1.H2-Q1:T3,A02+K1.H2-Q1,A02,K1.H2,Q1,Unknown,T3,0,0,0,0,0,0
132,=A02+K1.H1-G2:L3,A02+K1.H1-G2,A02,K1.H1,G2,Unknown,L3,0,0,0,0,0,0
133,=A01+K1.H2-X1:15:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,15:4,0,0,0,0,0,0
134,=A02+K1.B1-A5:4,A02+K1.B1-A5,A02,K1.B1,A5,Unknown,4,0,0,0,0,0,0
135,=A01+K1.H2-X1:14:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,14:5,0,0,0,0,0,0
136,=A01+K1.H2-X1:15:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,15:3,0,0,0,0,0,0
137,=A01+K1.H2-X1:16:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,16:5,0,0,0,0,0,0
138,=A02+K1.B1-A5:5,A02+K1.B1-A5,A02,K1.B1,A5,Unknown,5,0,0,0,0,0,0
139,=A01+K1.H2-T1:-L1i,A01+K1.H2-T1,A01,K1.H2,T1,Unknown,-L1i,0,0,0,0,0,0
140,=A01+K1.H2-X1:16:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,16:2,0,0,0,0,0,0
141,=A01+K1.H2-T1:-L1k,A01+K1.H2-T1,A01,K1.H2,T1,Unknown,-L1k,0,0,0,0,0,0
142,=A01+K1.H2-T1:-L2k,A01+K1.H2-T1,A01,K1.H2,T1,Unknown,-L2k,0,0,0,0,0,0
144,=A01+K1.H2-T1:-L3k,A01+K1.H2-T1,A01,K1.H2,T1,Unknown,-L3k,0,0,0,0,0,0
146,=A01+K1.H2-X1:19:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,19:3,0,0,0,0,0,0
147,=A01+K1.H2-X1:17:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,17:4,0,0,0,0,0,0
148,=A02+K1.B1-A5:6,A02+K1.B1-A5,A02,K1.B1,A5,Unknown,6,0,0,0,0,0,0
149,=A01+K1.H2-T1:-L2i,A01+K1.H2-T1,A01,K1.H2,T1,Unknown,-L2i,0,0,0,0,0,0
150,=A01+K1.H2-X1:17:3,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,17:3,0,0,0,0,0,0
151,=A01+K1.H2-X1:18:5,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,18:5,0,0,0,0,0,0
152,=A02+K1.B1-A5:7,A02+K1.B1-A5,A02,K1.B1,A5,Unknown,7,0,0,0,0,0,0
153,=A01+K1.H2-T1:-L3i,A01+K1.H2-T1,A01,K1.H2,T1,Unknown,-L3i,0,0,0,0,0,0
154,=A01+K1.H2-X1:18:2,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,18:2,0,0,0,0,0,0
155,=A01+K1.H2-X1:19:4,A01+K1.H2-X1,A01,K1.H2,X1,Terminal_Point,19:4,0,0,0,0,0,0
156,=A02+K1.B1-A5:8,A02+K1.B1-A5,A02,K1.B1,A5,Unknown,8,0,0,0,0,0,0
157,=A01+K1.H2-K1:A2,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,A2,0,0,0,0,0,0
158,=A02+K1.B1-W5(-P2):P2:1,A02+K1.B1-W5(-P2),A02,K1.B1,W5(-P2),Unknown,P2:1,0,0,0,0,0,0
159,=A02+K1.B1-K20:34,A02+K1.B1-K20,A02,K1.B1,K20,Unknown,34,0,0,0,0,0,0
160,=A01+K1.H2-K1:A1,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,A1,0,0,0,0,0,0
162,=A01+K1.H2-K1:13,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,13,0,0,0,0,0,0
163,=F01+K1.B1-K1:64,F01+K1.B1-K1,F01,K1.B1,K1,Unknown,64,0,0,0,0,0,0
164,=A02+K1.B1-K20:33,A02+K1.B1-K20,A02,K1.B1,K20,Unknown,33,0,0,0,0,0,0
165,=A02+K1.B1-W5(-P1):P1,A02+K1.B1-W5(-P1),A02,K1.B1,W5(-P1),Unknown,P1,0,0,0,0,0,0
166,=F01+K1.B1-K1:63,F01+K1.B1-K1,F01,K1.B1,K1,Unknown,63,0,0,0,0,0,0
167,=A01+K1.H2-K2:A2,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,A2,0,0,0,0,0,0
169,=A01+K1.H2-K1:14,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,14,0,0,0,0,0,0
170,=A01+K1.H2-K2:A1,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,A1,0,0,0,0,0,0
171,=A01+K1.H2-K2:44,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,44,0,0,0,0,0,0
172,=Q15+K1.H2-F11:14,Q15+K1.H2-F11,Q15,K1.H2,F11,Unknown,14,0,0,0,0,0,0
174,=Q15+K1.H2-F12:13,Q15+K1.H2-F12,Q15,K1.H2,F12,Unknown,13,0,0,0,0,0,0
176,=Q15+K1.H2-F13:13,Q15+K1.H2-F13,Q15,K1.H2,F13,Unknown,13,0,0,0,0,0,0
178,=Q15+K1.H2-F14:14,Q15+K1.H2-F14,Q15,K1.H2,F14,Unknown,14,0,0,0,0,0,0
180,=Q01+K1.H2-Q1:13,Q01+K1.H2-Q1,Q01,K1.H2,Q1,Unknown,13,0,0,0,0,0,0
181,=A01+K1.H2-K1:44,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,44,0,0,0,0,0,0
182,=A01+K1.H2-K2:43,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,43,0,0,0,0,0,0
183,=A02+K1.B1-W5(-P1):P1:1,A02+K1.B1-W5(-P1),A02,K1.B1,W5(-P1),Unknown,P1:1,0,0,0,0,0,0
184,=A01+K1.H2-K1:43,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,43,0,0,0,0,0,0
185,=A01+K1.B1-K3:A2,A01+K1.B1-K3,A01,K1.B1,K3,Unknown,A2,0,0,0,0,0,0
186,=A02+K1.B1-W5(-P2):P2:2,A02+K1.B1-W5(-P2),A02,K1.B1,W5(-P2),Unknown,P2:2,0,0,0,0,0,0
187,=A02+K1.B1-A1:1,A02+K1.B1-A1,A02,K1.B1,A1,Unknown,1,0,0,0,0,0,0
188,=A01+K1.B1-K3:A1,A01+K1.B1-K3,A01,K1.B1,K3,Unknown,A1,0,0,0,0,0,0
189,=A01+K1.B1-K3:21,A01+K1.B1-K3,A01,K1.B1,K3,Unknown,21,0,0,0,0,0,0
190,=A02+K1.B1-A3:15,A02+K1.B1-A3,A02,K1.B1,A3,Unknown,15,0,0,0,0,0,0
191,=A01+K1.B1-W7(-P1):P1:2,A01+K1.B1-W7(-P1),A01,K1.B1,W7(-P1),Unknown,P1:2,0,0,0,0,0,0
192,=A01+K1.B1-K3:22,A01+K1.B1-K3,A01,K1.B1,K3,Unknown,22,0,0,0,0,0,0
194,=A02+K1.H2-W1:1L1,A02+K1.H2-W1,A02,K1.H2,W1,Unknown,1L1,0,0,0,0,0,0
196,=A02+K1.H2-W1:1L2,A02+K1.H2-W1,A02,K1.H2,W1,Unknown,1L2,0,0,0,0,0,0
198,=A02+K1.H2-W1:1L3,A02+K1.H2-W1,A02,K1.H2,W1,Unknown,1L3,0,0,0,0,0,0
199,=A01+K1.H2-K1:2,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,2,0,0,0,0,0,0
200,=A02+K1.H2-W2:2L1,A02+K1.H2-W2,A02,K1.H2,W2,Unknown,2L1,0,0,0,0,0,0
202,=A01+K1.H2-K1:1,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,1,0,0,0,0,0,0
203,=A01+K1.H2-K1:4,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,4,0,0,0,0,0,0
204,=A02+K1.H2-W2:2L2,A02+K1.H2-W2,A02,K1.H2,W2,Unknown,2L2,0,0,0,0,0,0
206,=A01+K1.H2-K1:3,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,3,0,0,0,0,0,0
207,=A01+K1.H2-K1:6,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,6,0,0,0,0,0,0
208,=A02+K1.H2-W2:2L3,A02+K1.H2-W2,A02,K1.H2,W2,Unknown,2L3,0,0,0,0,0,0
210,=A01+K1.H2-K1:5,A01+K1.H2-K1,A01,K1.H2,K1,Unknown,5,0,0,0,0,0,0
212,=A02+K1.H2-W3:3L1,A02+K1.H2-W3,A02,K1.H2,W3,Unknown,3L1,0,0,0,0,0,0
214,=A02+K1.H2-W3:3L2,A02+K1.H2-W3,A02,K1.H2,W3,Unknown,3L2,0,0,0,0,0,0
216,=A02+K1.H2-W3:3L3,A02+K1.H2-W3,A02,K1.H2,W3,Unknown,3L3,0,0,0,0,0,0
217,=A01+K1.H2-K2:2,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,2,0,0,0,0,0,0
218,=A02+K1.H2-W4:1L1,A02+K1.H2-W4,A02,K1.H2,W4,Unknown,1L1,0,0,0,0,0,0
220,=A01+K1.H2-K2:1,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,1,0,0,0,0,0,0
221,=A01+K1.H2-K2:4,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,4,0,0,0,0,0,0
222,=A02+K1.H2-W4:1L2,A02+K1.H2-W4,A02,K1.H2,W4,Unknown,1L2,0,0,0,0,0,0
224,=A01+K1.H2-K2:3,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,3,0,0,0,0,0,0
225,=A01+K1.H2-K2:6,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,6,0,0,0,0,0,0
226,=A02+K1.H2-W4:1L3,A02+K1.H2-W4,A02,K1.H2,W4,Unknown,1L3,0,0,0,0,0,0
228,=A01+K1.H2-K2:5,A01+K1.H2-K2,A01,K1.H2,K2,Unknown,5,0,0,0,0,0,0
230,=A02+K1.H2-W2.1:2L3,A02+K1.H2-W2.1,A02,K1.H2,W2.1,Unknown,2L3,0,0,0,0,0,0
232,=A02+K1.H2-W2.1:2L2,A02+K1.H2-W2.1,A02,K1.H2,W2.1,Unknown,2L2,0,0,0,0,0,0
234,=A02+K1.H2-W2.1:2L1,A02+K1.H2-W2.1,A02,K1.H2,W2.1,Unknown,2L1,0,0,0,0,0,0
235,=A02+K1.H1-G2:+V,A02+K1.H1-G2,A02,K1.H1,G2,Unknown,+V,0,0,0,0,0,0
236,=A02+K1.B1-V1(0):1,A02+K1.B1-V1(0),A02,K1.B1,V1(0),Unknown,1,0,0,0,0,0,0
237,=A02+K1.H2-Q1:L1,A02+K1.H2-Q1,A02,K1.H2,Q1,Unknown,L1,0,0,0,0,0,0
240,=A02+K1.H2-Q1:L2,A02+K1.H2-Q1,A02,K1.H2,Q1,Unknown,L2,0,0,0,0,0,0
242,=A02+K1.H2-Q1:L3,A02+K1.H2-Q1,A02,K1.H2,Q1,Unknown,L3,0,0,0,0,0,0
243,=A02+K1.H1-G2:-V,A02+K1.H1-G2,A02,K1.H1,G2,Unknown,-V,0,0,0,0,0,0
244,=A02+K1.B1-W6(-P2):P2:1,A02+K1.B1-W6(-P2),A02,K1.B1,W6(-P2),Unknown,P2:1,0,0,0,0,0,0
245,=A02+K1.H2-X6:PE:2,A02+K1.H2-X6,A02,K1.H2,X6,Terminal_Point,PE:2,0,0,0,0,0,0
246,=A02+K1.H1-G2:PE,A02+K1.H1-G2,A02,K1.H1,G2,Unknown,PE,0,0,0,0,0,0
247,=A02+K1.H1-G2:-V',A02+K1.H1-G2,A02,K1.H1,G2,Unknown,-V',0,0,0,0,0,0
249,=A02+K1.H2-F2:2,A02+K1.H2-F2,A02,K1.H2,F2,Unknown,2,0,0,0,0,0,0
250,=A02+K1.B1-X200:L,A02+K1.B1-X200,A02,K1.B1,X200,Terminal_Point,L,0,0,0,1,0,0
252,=A02+K1.H2-F2:1,A02+K1.H2-F2,A02,K1.H2,F2,Unknown,1,0,0,0,0,0,0
253,=A02+K1.H2-X5:2:1,A02+K1.H2-X5,A02,K1.H2,X5,Terminal_Point,2:1,0,0,0,0,0,0
254,=A02+K1.B1-X200:N,A02+K1.B1-X200,A02,K1.B1,X200,Terminal_Point,N,0,0,0,1,0,0
255,=A02+K1.H2-X6:4:1,A02+K1.H2-X6,A02,K1.H2,X6,Terminal_Point,4:1,0,0,0,0,0,0
256,=A02+K1.B1-X200:PE,A02+K1.B1-X200,A02,K1.B1,X200,Terminal_Point,PE,0,0,0,1,0,0
257,=A02+K1.H1-K1:2,A02+K1.H1-K1,A02,K1.H1,K1,Unknown,2,0,0,0,0,0,0
258,=A02+K1.A1-X21:L,A02+K1.A1-X21,A02,K1.A1,X21,Terminal_Point,L,0,0,0,1,0,0
260,=A02+K1.H1-K1:4,A02+K1.H1-K1,A02,K1.H1,K1,Unknown,4,0,0,0,0,0,0
262,=A02+K1.H1-K1:6,A02+K1.H1-K1,A02,K1.H1,K1,Unknown,6,0,0,0,0,0,0
263,=A02+K1.A1-X21:N,A02+K1.A1-X21,A02,K1.A1,X21,Terminal_Point,N,0,0,0,1,0,0
