connection_number,source_name,source_location,source_type,target_name,target_location,target_type,wire_color
253,=A02+K1.B1-X21-X21.2M:11,,panel,=A02+K1.B1-X21-X21.2M:12,,panel,BU
254,=A02+K1.B1-X21-X21.2M:12,,panel,=V01+K1.B1-W5(-P1):P1,,panel,BU
254,=V01+K1.B1-W5(-P1):P1,,panel,=A02+K1.B1-X21-X21.2M:12,,panel,BU
259,=A02+K1.B1-X21-X21.2M:16,,panel,=A02+K1.B1-X21-X21.2M:13,,panel,BU
259,=A02+K1.B1-X21-X21.2M:13,,panel,=A02+K1.B1-X21-X21.2M:16,,panel,BU
26,=A01+K1.H2-X1:7:3,,panel,=A01+K1.H2-X1:5:3,,panel,OG
26,=A01+K1.H2-X1:5:3,,panel,=A01+K1.H2-X1:7:3,,panel,OG
262,=A02+K1.B1-X21-X21.2M:15,,panel,=A02+K1.B1-X21-X21.2M:14,,panel,BU
262,=A02+K1.B1-X21-X21.2M:14,,panel,=A02+K1.B1-X21-X21.2M:15,,panel,BU
263,=A02+K1.B1-K21.1:72,,panel,=A02+K1.B1-X21-X21.2M:15,,panel,BU
263,=A02+K1.B1-X21-X21.2M:15,,panel,=A02+K1.B1-K21.1:72,,panel,BU
27,=A01+K1.H2-X1:3:4,,panel,=Q15+K1.B1-K3:11,,panel,OG
27,=Q15+K1.B1-K3:11,,panel,=A01+K1.H2-X1:3:4,,panel,OG
271,=A02+K1.B1-X21-X21.2M:17,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
271,=V01+K1.B1-W5(-P2):P2,,panel,=A02+K1.B1-X21-X21.2M:17,,panel,BU
274,=A02+K1.B1-X21-X21.2M:18,,panel,=A02+K1.B1-K21.1:71,,panel,BU
274,=A02+K1.B1-K21.1:71,,panel,=A02+K1.B1-X21-X21.2M:18,,panel,BU
276,=A02+K1.B1-X21-X21.2M:19,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
276,=V01+K1.B1-W5(-P2):P2,,panel,=A02+K1.B1-X21-X21.2M:19,,panel,BU
278,=A02+K1.B1-K19:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
278,=V01+K1.B1-W5(-P2):P2:2,,panel,=A02+K1.B1-K19:A2,,panel,BU
279,=A02+K1.B1-K19:A1,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
279,=V01+K1.B1-W5(-P1):P1:1,,panel,=A02+K1.B1-K19:A1,,panel,BU
28,=V01+K1.B1-A3:13,,PLC,=A01+K1.H2-X1:2:5,,panel,OG
28,=A01+K1.H2-X1:2:5,,panel,=V01+K1.B1-A3:13,,PLC,OG
280,=A02+K1.B1-K19:S11,,panel,=A02+K1.B1-X20-X20.2F:17,,panel,BU
280,=A02+K1.B1-X20-X20.2F:17,,panel,=A02+K1.B1-K19:S11,,panel,BU
283,=A02+K1.B1-K19:S21,,panel,=A02+K1.B1-X20-X20.2F:18,,panel,BU
283,=A02+K1.B1-X20-X20.2F:18,,panel,=A02+K1.B1-K19:S21,,panel,BU
286,=A02+K1.B1-X20-X20.2F:22,,panel,=A02+K1.B1-X20-X20.2F:19,,panel,BU
286,=A02+K1.B1-X20-X20.2F:19,,panel,=A02+K1.B1-X20-X20.2F:22,,panel,BU
287,=A02+K1.B1-X20-X20.2F:21,,panel,=A02+K1.B1-X20-X20.2F:20,,panel,BU
287,=A02+K1.B1-X20-X20.2F:20,,panel,=A02+K1.B1-X20-X20.2F:21,,panel,BU
288,=A02+K1.B1-K22:43,,panel,=A02+K1.B1-K21.1:12,,panel,BU
288,=A02+K1.B1-K21.1:12,,panel,=A02+K1.B1-K22:43,,panel,BU
289,=A02+K1.B1-K21.1:11,,panel,=A02+K1.B1-K21:12,,panel,BU
289,=A02+K1.B1-K21:12,,panel,=A02+K1.B1-K21.1:11,,panel,BU
29,=A01+K1.H2-X1:2:2,,panel,=A01+K1.G2-S1:4,,panel,GY
29,=A01+K1.G2-S1:4,,panel,=A01+K1.H2-X1:2:2,,panel,GY
290,=A02+K1.B1-K20:12,,panel,=A02+K1.B1-K21:11,,panel,BU
290,=A02+K1.B1-K21:11,,panel,=A02+K1.B1-K20:12,,panel,BU
291,=A02+K1.B1-K20:11,,panel,=A02+K1.B1-K19:S34,,panel,BU
291,=A02+K1.B1-K19:S34,,panel,=A02+K1.B1-K20:11,,panel,BU
296,=A02+K1.B1-K19:S22,,panel,=A02+K1.B1-X20-X20.2F:23,,panel,BU
296,=A02+K1.B1-X20-X20.2F:23,,panel,=A02+K1.B1-K19:S22,,panel,BU
297,=A02+K1.B1-K19:S12,,panel,=A02+K1.B1-X20-X20.2F:24,,panel,BU
297,=A02+K1.B1-X20-X20.2F:24,,panel,=A02+K1.B1-K19:S12,,panel,BU
298,=Q01+K1.B1-X9:12:5,,panel,=F01+K1.B1-K1:12,,panel,BU
298,=F01+K1.B1-K1:12,,panel,=Q01+K1.B1-X9:12:5,,panel,BU
299,=A02+K1.B1-K22:44,,panel,=Q15+K1.B1-K1:11,,panel,BU
299,=Q15+K1.B1-K1:11,,panel,=A02+K1.B1-K22:44,,panel,BU
3,=V01+K1.H2-Q1:L1,,panel,=A01+K1.H2-F0:2,,panel,BK
3,=A01+K1.H2-F0:2,,panel,=V01+K1.H2-Q1:L1,,panel,BK
30,=A01+K1.G2-S1:3,,panel,=A01+K1.H2-X1:1:4,,panel,BK
30,=A01+K1.H2-X1:1:4,,panel,=A01+K1.G2-S1:3,,panel,BK
300,=Q01+K1.B1-X9:12:2,,panel,=A02+K1.G2-S2:.4,,panel,2
300,=A02+K1.G2-S2:.4,,panel,=Q01+K1.B1-X9:12:2,,panel,2
301,=A02+K1.G2-S2:.3,,panel,=Q01+K1.B1-X9:11:4,,panel,1
301,=Q01+K1.B1-X9:11:4,,panel,=A02+K1.G2-S2:.3,,panel,1
302,=Q01+K1.B1-X9:11:3,,panel,=Q01+K1.B1-X9:10:5,,panel,
302,=Q01+K1.B1-X9:10:5,,panel,=Q01+K1.B1-X9:11:3,,panel,
303,=Q01+K1.B1-X9:10:2,,panel,=A02+K1.G2-S3:12,,panel,2
303,=A02+K1.G2-S3:12,,panel,=Q01+K1.B1-X9:10:2,,panel,2
304,=A02+K1.G2-S3:11,,panel,=Q01+K1.B1-X9:9:4,,panel,1
304,=Q01+K1.B1-X9:9:4,,panel,=A02+K1.G2-S3:11,,panel,1
305,=Q01+K1.B1-X9:9:3,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
305,=V01+K1.B1-W5(-P1):P1:1,,panel,=Q01+K1.B1-X9:9:3,,panel,BU
306,=Q01+K1.B1-X9:16:5,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
306,=V01+K1.B1-W5(-P2):P2:1,,panel,=Q01+K1.B1-X9:16:5,,panel,BU
307,=Q01+K1.B1-X9:16:2,,panel,=A02+K1.G2-S2:X2,,panel,4
307,=A02+K1.G2-S2:X2,,panel,=Q01+K1.B1-X9:16:2,,panel,4
308,=A02+K1.G2-S2:X1,,panel,=Q01+K1.B1-X9:15:4,,panel,3
308,=Q01+K1.B1-X9:15:4,,panel,=A02+K1.G2-S2:X1,,panel,3
309,=Q01+K1.B1-X9:15:3,,panel,=A02+K1.B1-K20:72,,panel,BU
309,=A02+K1.B1-K20:72,,panel,=Q01+K1.B1-X9:15:3,,panel,BU
31,=A01+K1.H2-X1:1:3,,panel,=A01+K1.B1-W7(-P1):P1:1,,panel,OG
31,=A01+K1.B1-W7(-P1):P1:1,,panel,=A01+K1.H2-X1:1:3,,panel,OG
310,=A02+K1.B1-K20:71,,panel,=Q01+K1.B1-X9:14:5,,panel,BU
310,=Q01+K1.B1-X9:14:5,,panel,=A02+K1.B1-K20:71,,panel,BU
311,=Q01+K1.B1-X9:14:2,,panel,=A02+K1.G2-S3:.4,,panel,4
311,=A02+K1.G2-S3:.4,,panel,=Q01+K1.B1-X9:14:2,,panel,4
312,=A02+K1.G2-S3:.3,,panel,=Q01+K1.B1-X9:13:4,,panel,3
312,=Q01+K1.B1-X9:13:4,,panel,=A02+K1.G2-S3:.3,,panel,3
313,=Q01+K1.B1-X9:13:3,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
313,=V01+K1.B1-W5(-P1):P1:2,,panel,=Q01+K1.B1-X9:13:3,,panel,BU
314,=A02+K1.B1-K20:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
314,=V01+K1.B1-W5(-P2):P2:2,,panel,=A02+K1.B1-K20:A2,,panel,BU
316,=A02+K1.B1-K20:A11,,panel,=A02+K1.B1-K19:14,,panel,BU
316,=A02+K1.B1-K19:14,,panel,=A02+K1.B1-K20:A11,,panel,BU
317,=A02+K1.B1-K21:A11,,panel,=A02+K1.B1-K20:A11,,panel,BU
317,=A02+K1.B1-K20:A11,,panel,=A02+K1.B1-K21:A11,,panel,BU
318,=A02+K1.B1-K21.1:A11,,panel,=A02+K1.B1-K21:A11,,panel,BU
318,=A02+K1.B1-K21:A11,,panel,=A02+K1.B1-K21.1:A11,,panel,BU
319,=A02+K1.B1-K19:13,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
319,=V01+K1.B1-W5(-P1):P1:1,,panel,=A02+K1.B1-K19:13,,panel,BU
32,=A01+K1.H2-X1:3:3,,panel,=A01+K1.G2-S1:2,,panel,BU
32,=A01+K1.G2-S1:2,,panel,=A01+K1.H2-X1:3:3,,panel,BU
320,=A02+K1.B1-K20:A12,,panel,=A02+K1.B1-K19:24,,panel,BU
320,=A02+K1.B1-K19:24,,panel,=A02+K1.B1-K20:A12,,panel,BU
321,=A02+K1.B1-K21:A12,,panel,=A02+K1.B1-K20:A12,,panel,BU
321,=A02+K1.B1-K20:A12,,panel,=A02+K1.B1-K21:A12,,panel,BU
322,=A02+K1.B1-K21.1:A12,,panel,=A02+K1.B1-K21:A12,,panel,BU
322,=A02+K1.B1-K21:A12,,panel,=A02+K1.B1-K21.1:A12,,panel,BU
323,=V01+K1.B1-A3:9,,PLC,=A02+K1.B1-K21.1:A12,,panel,BU
323,=A02+K1.B1-K21.1:A12,,panel,=V01+K1.B1-A3:9,,PLC,BU
324,=A02+K1.B1-K19:23,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
324,=V01+K1.B1-W5(-P1):P1:1,,panel,=A02+K1.B1-K19:23,,panel,BU
325,=A02+K1.B1-K21:A2,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
325,=V01+K1.B1-W5(-P2):P2:1,,panel,=A02+K1.B1-K21:A2,,panel,BU
327,=A02+K1.B1-K21.1:A2,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
327,=V01+K1.B1-W5(-P2):P2:1,,panel,=A02+K1.B1-K21.1:A2,,panel,BU
329,=Q15+K1.B1-K22:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
329,=V01+K1.B1-W5(-P2):P2:2,,panel,=Q15+K1.B1-K22:A2,,panel,BU
33,=A01+K1.H2-X1:4:2,,panel,=A01+K1.G2-S1:1,,panel,BN
33,=A01+K1.G2-S1:1,,panel,=A01+K1.H2-X1:4:2,,panel,BN
331,=A02+K1.B1-K22:A11,,panel,=A01+K1.H2-K1:22,,panel,BU
331,=A01+K1.H2-K1:22,,panel,=A02+K1.B1-K22:A11,,panel,BU
332,=A02+K1.B1-X20-X20.3F:15,,panel,=V01+K1.B1-W5(-P1):P1,,panel,BU
332,=V01+K1.B1-W5(-P1):P1,,panel,=A02+K1.B1-X20-X20.3F:15,,panel,BU
333,=A02+K1.B1-K22:A12,,panel,=A01+K1.H2-K2:22,,panel,BU
333,=A01+K1.H2-K2:22,,panel,=A02+K1.B1-K22:A12,,panel,BU
334,=A01+K1.H2-K2:21,,panel,=A01+K1.H2-K1:21,,panel,BU
334,=A01+K1.H2-K1:21,,panel,=A01+K1.H2-K2:21,,panel,BU
335,=A02+K1.B1-X20-X20.3F:14,,panel,=A01+K1.H2-K1:21,,panel,BU
335,=A01+K1.H2-K1:21,,panel,=A02+K1.B1-X20-X20.3F:14,,panel,BU
336,=V01+K1.B1-A3:10,,PLC,=A02+K1.B1-K22:54,,panel,BU
336,=A02+K1.B1-K22:54,,panel,=V01+K1.B1-A3:10,,PLC,BU
337,=A02+K1.B1-K22:53,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
337,=V01+K1.B1-W5(-P1):P1:1,,panel,=A02+K1.B1-K22:53,,panel,BU
338,=A02+K1.G2-H1:0,,panel,=Q01+K1.B1-X9:17:4,,panel,1
338,=Q01+K1.B1-X9:17:4,,panel,=A02+K1.G2-H1:0,,panel,1
339,=Q01+K1.B1-X9:17:3,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
339,=V01+K1.B1-W5(-P2):P2:1,,panel,=Q01+K1.B1-X9:17:3,,panel,BU
34,=A02+K1.B1-X20-X20.5F:19,,panel,=A01+K1.H2-X1:4:5,,panel,OG
34,=A01+K1.H2-X1:4:5,,panel,=A02+K1.B1-X20-X20.5F:19,,panel,OG
340,=A02+K1.G2-H1:1,,panel,=Q01+K1.B1-X9:18:5,,panel,2
340,=Q01+K1.B1-X9:18:5,,panel,=A02+K1.G2-H1:1,,panel,2
341,=Q01+K1.B1-X9:18:2,,panel,=V01+K1.B1-A2:5,,PLC,BU
341,=V01+K1.B1-A2:5,,PLC,=Q01+K1.B1-X9:18:2,,panel,BU
342,=A02+K1.G2-H1:2,,panel,=Q01+K1.B1-X9:19:4,,panel,3
342,=Q01+K1.B1-X9:19:4,,panel,=A02+K1.G2-H1:2,,panel,3
343,=Q01+K1.B1-X9:19:3,,panel,=V01+K1.B1-A2:6,,PLC,BU
343,=V01+K1.B1-A2:6,,PLC,=Q01+K1.B1-X9:19:3,,panel,BU
344,=A02+K1.G2-H1:3,,panel,=Q01+K1.B1-X9:20:5,,panel,4
344,=Q01+K1.B1-X9:20:5,,panel,=A02+K1.G2-H1:3,,panel,4
345,=Q01+K1.B1-X9:20:2,,panel,=V01+K1.B1-A2:7,,PLC,BU
345,=V01+K1.B1-A2:7,,PLC,=Q01+K1.B1-X9:20:2,,panel,BU
346,=A02+K1.G2-H1:4,,panel,=Q01+K1.B1-X9:21:4,,panel,5
346,=Q01+K1.B1-X9:21:4,,panel,=A02+K1.G2-H1:4,,panel,5
347,=Q01+K1.B1-X9:21:3,,panel,=V01+K1.B1-A2:8,,PLC,BU
347,=V01+K1.B1-A2:8,,PLC,=Q01+K1.B1-X9:21:3,,panel,BU
349,=P01+K1.B1-V1:1.1,,panel,=A02+K1.B1-V1(0):1,,panel,BU
349,=A02+K1.B1-V1(0):1,,panel,=P01+K1.B1-V1:1.1,,panel,BU
35,=V01+K1.B1-A3:14,,PLC,=A02+K1.B1-X20-X20.5F:18,,panel,OG
35,=A02+K1.B1-X20-X20.5F:18,,panel,=V01+K1.B1-A3:14,,PLC,OG
350,=P01+K1.B1-V1:3.1,,panel,=A02+K1.B1-W6(-P2):P2:2,,panel,BU
350,=A02+K1.B1-W6(-P2):P2:2,,panel,=P01+K1.B1-V1:3.1,,panel,BU
358,=P01+K1.B1-V1:1.1,,panel,=P01+K1.B1-V1:1.1,,panel,BU
36,=A02+K1.B1-X20-X20.5M:18,,panel,=A01+S1-S3:4,,field,BK
36,=A01+S1-S3:4,,field,=A02+K1.B1-X20-X20.5M:18,,panel,BK
360,=V01+K1.B1-V1:3.2,,panel,=V01+K1.B1-V1:3.2,,panel,BU
361,=Q15+K1.B1-V2:1.1,,panel,=P01+K1.B1-V1:1.1,,panel,Bridge piece
361,=P01+K1.B1-V1:1.1,,panel,=Q15+K1.B1-V2:1.1,,panel,Bridge piece
362,=Q15+K1.B1-V2:3.2,,panel,=V01+K1.B1-V1:3.2,,panel,Bridge piece
362,=V01+K1.B1-V1:3.2,,panel,=Q15+K1.B1-V2:3.2,,panel,Bridge piece
364,=A02+K1.B1-W6(-P2):P2:2,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
364,=V01+K1.B1-W5(-P2):P2:1,,panel,=A02+K1.B1-W6(-P2):P2:2,,panel,BU
366,=A02+K1.B1-X20-X20.3F:5,,panel,=Q01+K1.B1-W5(-P1):X1:1,,panel,BU
366,=Q01+K1.B1-W5(-P1):X1:1,,panel,=A02+K1.B1-X20-X20.3F:5,,panel,BU
368,=A02+K1.B1-X20-X20.3F:6,,panel,=O01+K1.B1-W5(-P2):X1:1,,panel,BU
368,=O01+K1.B1-W5(-P2):X1:1,,panel,=A02+K1.B1-X20-X20.3F:6,,panel,BU
37,=A01+S1-S3:1,,field,=A02+K1.B1-X20-X20.5F:17,,panel,BU
37,=A02+K1.B1-X20-X20.5F:17,,panel,=A01+S1-S3:1,,field,BU
370,=A02+K1.B1-X20-X20.3F:7,,panel,=F01+K1.B1-K1:34,,panel,BU
370,=F01+K1.B1-K1:34,,panel,=A02+K1.B1-X20-X20.3F:7,,panel,BU
371,=F01+K1.B1-K1:33,,panel,=Q01+K1.B1-W5(-P1):X1:2,,panel,BU
371,=Q01+K1.B1-W5(-P1):X1:2,,panel,=F01+K1.B1-K1:33,,panel,BU
375,=A02+K1.B1-X20-X20.3F:8,,panel,=V01+K1.B1-W5(-P1):X1:3,,panel,BU
375,=V01+K1.B1-W5(-P1):X1:3,,panel,=A02+K1.B1-X20-X20.3F:8,,panel,BU
377,=A02+K1.B1-X20-X20.3F:9,,panel,=O01+K1.B1-W5(-P2):X1:2,,panel,BU
377,=O01+K1.B1-W5(-P2):X1:2,,panel,=A02+K1.B1-X20-X20.3F:9,,panel,BU
379,=A02+K1.B1-X20-X20.3F:10,,panel,=F01+K1.B1-K1:54,,panel,BU
379,=F01+K1.B1-K1:54,,panel,=A02+K1.B1-X20-X20.3F:10,,panel,BU
38,=A02+K1.B1-X20-X20.5M:17,,panel,=A01+K1.B1-W7(-P1):P1:1,,panel,OG
38,=A01+K1.B1-W7(-P1):P1:1,,panel,=A02+K1.B1-X20-X20.5M:17,,panel,OG
380,=F01+K1.B1-K1:53,,panel,=V01+K1.B1-W5(-P1):X1:4,,panel,BU
380,=V01+K1.B1-W5(-P1):X1:4,,panel,=F01+K1.B1-K1:53,,panel,BU
383,=A02+K1.B1-X22-X22.3F:4,,panel,=V01+K1.B1-A3:13,,PLC,BU
383,=V01+K1.B1-A3:13,,PLC,=A02+K1.B1-X22-X22.3F:4,,panel,BU
384,=F01+K1.B1-K1:A11,,panel,=A02+K1.B1-X22-X22.3F:4,,panel,BU
384,=A02+K1.B1-X22-X22.3F:4,,panel,=F01+K1.B1-K1:A11,,panel,BU
387,=A02+K1.B1-K21:33,,panel,=Q01+K1.B1-A1:9,,PLC,BU
387,=Q01+K1.B1-A1:9,,PLC,=A02+K1.B1-K21:33,,panel,BU
389,=F01+K1.B1-K1:A12,,panel,=A02+K1.B1-X22-X22.2F:24,,panel,BU
389,=A02+K1.B1-X22-X22.2F:24,,panel,=F01+K1.B1-K1:A12,,panel,BU
39,=A01+S1-S3:.2,,field,=A02+K1.B1-X20-X20.5M:19,,panel,GY
39,=A02+K1.B1-X20-X20.5M:19,,panel,=A01+S1-S3:.2,,field,GY
390,=A02+K1.B1-X22-X22.2F:24,,panel,=V01+K1.B1-A3:14,,PLC,BU
390,=V01+K1.B1-A3:14,,PLC,=A02+K1.B1-X22-X22.2F:24,,panel,BU
391,=F01+K1.B1-W5(-P2):X1:5,,panel,=A02+K1.B1-X20-X20.3F:13,,panel,BU
391,=A02+K1.B1-X20-X20.3F:13,,panel,=F01+K1.B1-W5(-P2):X1:5,,panel,BU
394,=A02+K1.B1-X20-X20.3F:11,,panel,=F01+K1.B1-K1:24,,panel,BU
394,=F01+K1.B1-K1:24,,panel,=A02+K1.B1-X20-X20.3F:11,,panel,BU
395,=F01+K1.B1-K1:23,,panel,=F01+K1.B1-W5(-P1):X1:7,,panel,BU
395,=F01+K1.B1-W5(-P1):X1:7,,panel,=F01+K1.B1-K1:23,,panel,BU
4,=V01+K1.H2-Q2:L1,,panel,=V01+K1.H2-Q1:L1,,panel,BK
4,=V01+K1.H2-Q1:L1,,panel,=V01+K1.H2-Q2:L1,,panel,BK
40,=A02+K1.B1-X20-X20.5M:20,,panel,=A01+S1-S3:.1,,field,BN
40,=A01+S1-S3:.1,,field,=A02+K1.B1-X20-X20.5M:20,,panel,BN
400,=V01+K1.B1-W5(-P2):X1:9,,panel,=A02+K1.B1-W6(-P2):X1:3,,panel,BU
400,=A02+K1.B1-W6(-P2):X1:3,,panel,=V01+K1.B1-W5(-P2):X1:9,,panel,BU
403,=M01+K1.H1-U1:L1,,panel,=M01+K1.H1-Z1:L/L1,,panel,fest verbunden
403,=M01+K1.H1-Z1:L/L1,,panel,=M01+K1.H1-U1:L1,,panel,fest verbunden
404,=M01+K1.H1-Z1:L/L1,,panel,=M01+K1.H2-F2:2,,panel,BK
404,=M01+K1.H2-F2:2,,panel,=M01+K1.H1-Z1:L/L1,,panel,BK
405,=M01+K1.H2-F2:1,,panel,=A01+K1.H2-W0:L2,,panel,direkt verbunden
405,=A01+K1.H2-W0:L2,,panel,=M01+K1.H2-F2:1,,panel,direkt verbunden
407,=M01+K1.H1-Z1:N/L2,,panel,=A02+K1.H2-X5:N:2,,panel,BU
407,=A02+K1.H2-X5:N:2,,panel,=M01+K1.H1-Z1:N/L2,,panel,BU
410,=M01+K1.H1-U1:PSC,,panel,=M01+K1.H1-U1:P24,,panel,BU
410,=M01+K1.H1-U1:P24,,panel,=M01+K1.H1-U1:PSC,,panel,BU
413,=M01+K1.H1-U1:U/T1,,panel,=Q01+K1.D2-X1:1,,panel,1
413,=Q01+K1.D2-X1:1,,panel,=M01+K1.H1-U1:U/T1,,panel,1
416,=M01+K1.H1-U1:V/T2,,panel,=Q01+K1.D2-X1:2,,panel,2
416,=Q01+K1.D2-X1:2,,panel,=M01+K1.H1-U1:V/T2,,panel,2
419,=M01+K1.H1-U1:W/T3,,panel,=Q01+K1.D2-X1:3,,panel,3
419,=Q01+K1.D2-X1:3,,panel,=M01+K1.H1-U1:W/T3,,panel,3
424,=A02+K1.B1-X20-X20.3F:16,,panel,=M01+K1.H1-U1:S5/TH,,panel,1
424,=M01+K1.H1-U1:S5/TH,,panel,=A02+K1.B1-X20-X20.3F:16,,panel,1
426,=A02+K1.B1-X20-X20.3F:17,,panel,=M01+K1.H1-U1:SC,,panel,2
426,=M01+K1.H1-U1:SC,,panel,=A02+K1.B1-X20-X20.3F:17,,panel,2
427,=A02+K1.B1-X20-X20.3F:18,,panel,=A02+K1.B1-W5(-P1):X2:5,,panel,BU
427,=A02+K1.B1-W5(-P1):X2:5,,panel,=A02+K1.B1-X20-X20.3F:18,,panel,BU
430,=A02+K1.B1-X20-X20.3F:19,,panel,=V01+K1.B1-A3:11,,PLC,BU
430,=V01+K1.B1-A3:11,,PLC,=A02+K1.B1-X20-X20.3F:19,,panel,BU
432,=V01+K1.B1-W5(-P2):X3:6,,panel,=A02+K1.B1-X20-X20.3F:20,,panel,BU
432,=A02+K1.B1-X20-X20.3F:20,,panel,=V01+K1.B1-W5(-P2):X3:6,,panel,BU
434,=A02+K1.B1-X20-X20.3F:21,,panel,=A02+K1.B1-W5(-P2):X3:8,,panel,BU
434,=A02+K1.B1-W5(-P2):X3:8,,panel,=A02+K1.B1-X20-X20.3F:21,,panel,BU
436,=A02+K1.B1-X20-X20.3F:22,,panel,=A02+K1.B1-K20:44,,panel,BU
436,=A02+K1.B1-K20:44,,panel,=A02+K1.B1-X20-X20.3F:22,,panel,BU
437,=M01+K1.B1-K10:41,,panel,=A02+K1.B1-K20:44,,panel,BU
437,=A02+K1.B1-K20:44,,panel,=M01+K1.B1-K10:41,,panel,BU
438,=M01+K1.B1-K11:41,,panel,=M01+K1.B1-K10:41,,panel,BU
438,=M01+K1.B1-K10:41,,panel,=M01+K1.B1-K11:41,,panel,BU
439,=A02+K1.B1-K20:43,,panel,=V01+K1.B1-A2:9,,PLC,BU
439,=V01+K1.B1-A2:9,,PLC,=A02+K1.B1-K20:43,,panel,BU
44,,,,,,,GNYE
440,=M01+K1.B1-K9:42,,panel,=A02+K1.B1-W5(-P1):X2:7,,panel,BU
440,=A02+K1.B1-W5(-P1):X2:7,,panel,=M01+K1.B1-K9:42,,panel,BU
441,=M01+K1.B1-K10:44,,panel,=M01+K1.B1-K9:41,,panel,BU
441,=M01+K1.B1-K9:41,,panel,=M01+K1.B1-K10:44,,panel,BU
442,=M01+K1.B1-K11:44,,panel,=M01+K1.B1-K10:44,,panel,BU
442,=M01+K1.B1-K10:44,,panel,=M01+K1.B1-K11:44,,panel,BU
444,=A02+K1.B1-X20-X20.3F:23,,panel,=A02+K1.B1-W5(-P2):X4:2,,panel,BU
444,=A02+K1.B1-W5(-P2):X4:2,,panel,=A02+K1.B1-X20-X20.3F:23,,panel,BU
446,=A02+K1.B1-X20-X20.3F:24,,panel,=V01+K1.B1-A2:10,,PLC,BU
446,=V01+K1.B1-A2:10,,PLC,=A02+K1.B1-X20-X20.3F:24,,panel,BU
447,=M01+K1.B1-K10:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
447,=V01+K1.B1-W5(-P2):P2:2,,panel,=M01+K1.B1-K10:A2,,panel,BU
448,=M01+K1.B1-K10:A1,,panel,=Q01+K1.B1-X9:8:5,,panel,BU
448,=Q01+K1.B1-X9:8:5,,panel,=M01+K1.B1-K10:A1,,panel,BU
449,=M01+K1.B1-K11:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
449,=V01+K1.B1-W5(-P2):P2:2,,panel,=M01+K1.B1-K11:A2,,panel,BU
45,=A01+K1.B1-X20:L,,panel,=A01+K1.H2-X1:5:4,,panel,BN
45,=A01+K1.H2-X1:5:4,,panel,=A01+K1.B1-X20:L,,panel,BN
450,=M01+K1.B1-K11:A1,,panel,=Q01+K1.B1-X9:9:4,,panel,BU
450,=Q01+K1.B1-X9:9:4,,panel,=M01+K1.B1-K11:A1,,panel,BU
451,=M01+K1.B1-K9:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
451,=V01+K1.B1-W5(-P2):P2:2,,panel,=M01+K1.B1-K9:A2,,panel,BU
452,=M01+K1.B1-K9:A1,,panel,=A02+K1.B1-K20:54,,panel,BU
452,=A02+K1.B1-K20:54,,panel,=M01+K1.B1-K9:A1,,panel,BU
453,=A02+K1.B1-K20:53,,panel,=Q01+K1.B1-W5(-P1):X3:3,,panel,BU
453,=Q01+K1.B1-W5(-P1):X3:3,,panel,=A02+K1.B1-K20:53,,panel,BU
454,=M01+K1.H1-U1:S1,,panel,=M01+K1.B1-K10:11,,panel,BU
454,=M01+K1.B1-K10:11,,panel,=M01+K1.H1-U1:S1,,panel,BU
455,=M01+K1.B1-K11:14,,panel,=M01+K1.B1-K10:14,,panel,BU
455,=M01+K1.B1-K10:14,,panel,=M01+K1.B1-K11:14,,panel,BU
456,=M01+K1.B1-K9:12,,panel,=M01+K1.B1-K11:14,,panel,BU
456,=M01+K1.B1-K11:14,,panel,=M01+K1.B1-K9:12,,panel,BU
457,=M01+K1.H1-U1:SC',,panel,=M01+K1.B1-K9:12,,panel,BU
457,=M01+K1.B1-K9:12,,panel,=M01+K1.H1-U1:SC',,panel,BU
458,=M01+K1.H1-U1:S2,,panel,=M01+K1.B1-K11:11,,panel,BU
458,=M01+K1.B1-K11:11,,panel,=M01+K1.H1-U1:S2,,panel,BU
459,=M01+K1.H1-U1:S6,,panel,=M01+K1.B1-K9:11,,panel,BU
459,=M01+K1.B1-K9:11,,panel,=M01+K1.H1-U1:S6,,panel,BU
46,=A01+K1.B1-X20:N,,panel,=A01+K1.H2-X1:6:5,,panel,BU
46,=A01+K1.H2-X1:6:5,,panel,=A01+K1.B1-X20:N,,panel,BU
