id,connNo,source,target,color,isCable,isInPanel,connType,voltage,current,resistance
301,307,=A02+K1.G2-S2:X2,=A02+K1.B1-X9:16:2,,0,1,外部连接,0.0,0.0,0.0
302,308,=A02+K1.B1-X9:15:4,=A02+K1.G2-S2:X1,,0,1,外部连接,0.0,0.0,0.0
303,309,=A02+K1.B1-K20:72,=A02+K1.B1-X9:15:3,,0,1,外部连接,0.0,0.0,0.0
304,310,=A02+K1.B1-X9:14:5,=A02+K1.B1-K20:71,,0,1,外部连接,0.0,0.0,0.0
305,311,=A02+K1.G2-S3:.4,=A02+K1.B1-X9:14:2,,0,1,外部连接,0.0,0.0,0.0
306,312,=A02+K1.B1-X9:13:4,=A02+K1.G2-S3:.3,,0,1,外部连接,0.0,0.0,0.0
307,313,=A02+K1.B1-W5(-P1):P1:2,=A02+K1.B1-X9:13:3,,0,1,外部连接,0.0,0.0,0.0
308,314,=A02+K1.B1-W5(-P2):P2:2,=A02+K1.B1-K20:A2,,0,1,外部连接,0.0,0.0,0.0
309,315,=A02+K1.B1-K20,=A02+K1.B1-K20,,0,1,外部连接,0.0,0.0,0.0
310,316,=A02+K1.B1-K19:14,=A02+K1.B1-K20:A11,,0,1,外部连接,0.0,0.0,0.0
311,317,=A02+K1.B1-K20:A11,=A02+K1.B1-K21:A11,,0,1,外部连接,0.0,0.0,0.0
312,318,=A02+K1.B1-K21:A11,=A02+K1.B1-K21.1:A11,,0,1,外部连接,0.0,0.0,0.0
313,319,=A02+K1.B1-W5(-P1):P1:1,=A02+K1.B1-K19:13,,0,1,外部连接,0.0,0.0,0.0
314,320,=A02+K1.B1-K19:24,=A02+K1.B1-K20:A12,,0,1,外部连接,0.0,0.0,0.0
315,321,=A02+K1.B1-K20:A12,=A02+K1.B1-K21:A12,,0,1,外部连接,0.0,0.0,0.0
316,322,=A02+K1.B1-K21:A12,=A02+K1.B1-K21.1:A12,,0,1,外部连接,0.0,0.0,0.0
317,323,=A02+K1.B1-A3:9,=A02+K1.B1-K21.1:A12,,0,1,外部连接,0.0,0.0,0.0
318,324,=A02+K1.B1-W5(-P1):P1:1,=A02+K1.B1-K19:23,,0,1,外部连接,0.0,0.0,0.0
319,325,=A02+K1.B1-K21:A2,=A02+K1.B1-W5(-P2):P2:1,,0,1,外部连接,0.0,0.0,0.0
320,326,=A02+K1.B1-K21,=A02+K1.B1-K21,,0,1,外部连接,0.0,0.0,0.0
321,327,=A02+K1.B1-K21.1:A2,=A02+K1.B1-W5(-P2):P2:1,,0,1,外部连接,0.0,0.0,0.0
322,328,=A02+K1.B1-K21.1,=A02+K1.B1-K21.1,,0,1,外部连接,0.0,0.0,0.0
323,329,=A02+K1.B1-W5(-P2):P2:2,=A02+K1.B1-K22:A2,,0,1,外部连接,0.0,0.0,0.0
324,330,=A02+K1.B1-K22,=A02+K1.B1-K22,,0,1,外部连接,0.0,0.0,0.0
325,331,=A01+K1.H2-K1:22,=A02+K1.B1-K22:A11,,0,1,外部连接,0.0,0.0,0.0
326,332,=A02+K1.B1-W5(-P1):P1,=A02+K1.B1-X20-X20.3F:15,,0,1,外部连接,0.0,0.0,0.0
327,333,=A01+K1.H2-K2:22,=A02+K1.B1-K22:A12,,0,1,外部连接,0.0,0.0,0.0
328,334,=A01+K1.H2-K1:21,=A01+K1.H2-K2:21,,0,1,外部连接,0.0,0.0,0.0
329,335,=A01+K1.H2-K1:21,=A02+K1.B1-X20-X20.3F:14,,0,1,外部连接,0.0,0.0,0.0
330,336,=A02+K1.B1-K22:54,=A02+K1.B1-A3:10,,0,1,外部连接,0.0,0.0,0.0
331,337,=A02+K1.B1-W5(-P1):P1:1,=A02+K1.B1-K22:53,,0,1,外部连接,0.0,0.0,0.0
332,338,=A02+K1.B1-X9:17:4,=A02+K1.G2-H1:0,,0,1,外部连接,0.0,0.0,0.0
333,339,=A02+K1.B1-W5(-P2):P2:1,=A02+K1.B1-X9:17:3,,0,1,外部连接,0.0,0.0,0.0
334,340,=A02+K1.B1-X9:18:5,=A02+K1.G2-H1:1,,0,1,外部连接,0.0,0.0,0.0
335,341,=A02+K1.B1-A2:5,=A02+K1.B1-X9:18:2,,0,1,外部连接,0.0,0.0,0.0
336,342,=A02+K1.B1-X9:19:4,=A02+K1.G2-H1:2,,0,1,外部连接,0.0,0.0,0.0
337,343,=A02+K1.B1-A2:6,=A02+K1.B1-X9:19:3,,0,1,外部连接,0.0,0.0,0.0
338,344,=A02+K1.B1-X9:20:5,=A02+K1.G2-H1:3,,0,1,外部连接,0.0,0.0,0.0
339,345,=A02+K1.B1-A2:7,=A02+K1.B1-X9:20:2,,0,1,外部连接,0.0,0.0,0.0
340,346,=A02+K1.B1-X9:21:4,=A02+K1.G2-H1:4,,0,1,外部连接,0.0,0.0,0.0
341,347,=A02+K1.B1-A2:8,=A02+K1.B1-X9:21:3,,0,1,外部连接,0.0,0.0,0.0
342,348,=A02+K1.B1-X9:PE:1,=A02+K1.G2-H1:PE,,0,1,外部连接,0.0,0.0,0.0
343,349,=A02+K1.B1-V1(0):1,=A02+K1.B1-V1:1.1,,0,1,外部连接,0.0,0.0,0.0
344,350,=A02+K1.B1-W6(-P2):P2:2,=A02+K1.B1-V1:3.1,,0,1,外部连接,0.0,0.0,0.0
345,351,=F01+K1.B1-V1:1.1,=A02+K1.B1-V1:1.1,,0,1,外部连接,0.0,0.0,0.0
346,352,=F01+K1.B1-V1:3.2,=A02+K1.B1-V1:3.2,,0,1,外部连接,0.0,0.0,0.0
347,353,=O01+K1.B1-V1:1.1,=F01+K1.B1-V1:1.1,,0,1,外部连接,0.0,0.0,0.0
348,354,=O01+K1.B1-V1:3.2,=F01+K1.B1-V1:3.2,,0,1,外部连接,0.0,0.0,0.0
349,355,=Q01+K1.B1-V1:1.1,=O01+K1.B1-V1:1.1,,0,1,外部连接,0.0,0.0,0.0
350,356,=Q01+K1.B1-V1:3.2,=O01+K1.B1-V1:3.2,,0,1,外部连接,0.0,0.0,0.0
351,357,=S02+K1.B1-V1:1.1,=Q15+K1.B1-V1:1.1,,0,1,外部连接,0.0,0.0,0.0
352,358,=S02+K1.B1-V1:1.1,=V01+K1.B1-V1:1.1,,0,1,外部连接,0.0,0.0,0.0
353,359,=S02+K1.B1-V1:3.2,=Q15+K1.B1-V1:3.2,,0,1,外部连接,0.0,0.0,0.0
354,360,=S02+K1.B1-V1:3.2,=V01+K1.B1-V1:3.2,,0,1,外部连接,0.0,0.0,0.0
355,361,=V01+K1.B1-V2:1.1,=V01+K1.B1-V1:1.1,,0,1,外部连接,0.0,0.0,0.0
356,362,=V01+K1.B1-V2:3.2,=V01+K1.B1-V1:3.2,,0,1,外部连接,0.0,0.0,0.0
357,363,=A02+K1.B1-V1:2.1,=A02+K1.B1-W5(-P1):X1:9,,0,1,外部连接,0.0,0.0,0.0
358,364,=A02+K1.B1-W5(-P2):P2:1,=A02+K1.B1-W6(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
360,366,=F01+K1.B1-W5(-P1):X1:1,=A02+K1.B1-X20-X20.3F:5,,0,1,外部连接,0.0,0.0,0.0
362,368,=F01+K1.B1-W5(-P2):X1:1,=A02+K1.B1-X20-X20.3F:6,,0,1,外部连接,0.0,0.0,0.0
364,370,=F01+K1.B1-K1:34,=A02+K1.B1-X20-X20.3F:7,,0,1,外部连接,0.0,0.0,0.0
365,371,=F01+K1.B1-W5(-P1):X1:2,=F01+K1.B1-K1:33,,0,1,外部连接,0.0,0.0,0.0
369,375,=F01+K1.B1-W5(-P1):X1:3,=A02+K1.B1-X20-X20.3F:8,,0,1,外部连接,0.0,0.0,0.0
371,377,=F01+K1.B1-W5(-P2):X1:2,=A02+K1.B1-X20-X20.3F:9,,0,1,外部连接,0.0,0.0,0.0
373,379,=F01+K1.B1-K1:54,=A02+K1.B1-X20-X20.3F:10,,0,1,外部连接,0.0,0.0,0.0
374,380,=F01+K1.B1-W5(-P1):X1:4,=F01+K1.B1-K1:53,,0,1,外部连接,0.0,0.0,0.0
377,383,=V01+K1.B1-A3:13,=A02+K1.B1-X22-X22.3F:4,,0,1,外部连接,0.0,0.0,0.0
378,384,=A02+K1.B1-X22-X22.3F:4,=F01+K1.B1-K1:A11,,0,1,外部连接,0.0,0.0,0.0
379,385,=F01+K1.B1-K1:A2,=F01+K1.B1-W5(-P2):X1:4,,0,1,外部连接,0.0,0.0,0.0
380,386,=F01+K1.B1-K1,=F01+K1.B1-K1,,0,1,外部连接,0.0,0.0,0.0
381,387,=V01+K1.B1-A1:9,=A02+K1.B1-K21:33,,0,1,外部连接,0.0,0.0,0.0
382,389,=A02+K1.B1-X22-X22.2F:24,=F01+K1.B1-K1:A12,,0,1,外部连接,0.0,0.0,0.0
383,390,=V01+K1.B1-A3:14,=A02+K1.B1-X22-X22.2F:24,,0,1,外部连接,0.0,0.0,0.0
384,391,=A02+K1.B1-X20-X20.3F:13,=F01+K1.B1-W5(-P2):X1:5,,0,1,外部连接,0.0,0.0,0.0
387,394,=F01+K1.B1-K1:24,=A02+K1.B1-X20-X20.3F:11,,0,1,外部连接,0.0,0.0,0.0
388,395,=F01+K1.B1-W5(-P1):X1:7,=F01+K1.B1-K1:23,,0,1,外部连接,0.0,0.0,0.0
392,399,=F01+K1.B1-V1:2.1,=F01+K1.B1-W5(-P1):X1:9,,0,1,外部连接,0.0,0.0,0.0
393,400,=A02+K1.B1-W6(-P2):X1:3,=F01+K1.B1-W5(-P2):X1:9,,0,1,外部连接,0.0,0.0,0.0
395,402,=M01+K1.D2-X1:1,=M01+K1.D2-X1:1,,0,1,外部连接,0.0,0.0,0.0
396,403,=M01+K1.H1-Z1:L/L1,=M01+K1.H1-U1:L1,,0,1,外部连接,0.0,0.0,0.0
397,404,=M01+K1.H2-F2:2,=M01+K1.H1-Z1:L/L1,,0,1,外部连接,0.0,0.0,0.0
398,405,=A01+K1.H2-W0:L2,=M01+K1.H2-F2:1,,0,1,外部连接,0.0,0.0,0.0
399,406,=M01+K1.H1-Z1:N/L2,=M01+K1.H1-U1:N,,0,1,外部连接,0.0,0.0,0.0
400,407,=A02+K1.H2-X5:N:2,=M01+K1.H1-Z1:N/L2,,0,1,外部连接,0.0,0.0,0.0
401,408,=A02+K1.H2-X6:PE:2,=M01+K1.H1-Z1:PE,,0,1,外部连接,0.0,0.0,0.0
402,409,=M01+K1.H1-Z1:PE,=M01+K1.H1-U1:G,,0,1,外部连接,0.0,0.0,0.0
403,410,=M01+K1.H1-U1:P24,=M01+K1.H1-U1:PSC,,0,1,外部连接,0.0,0.0,0.0
405,413,=M01+K1.H1-U1:U/T1,=M01+K1.D2-X1:1,,0,1,外部连接,0.0,0.0,0.0
406,414,=M01+K1.D2-X1:2,=M01+K1.D2-X1:2,,0,1,外部连接,0.0,0.0,0.0
408,416,=M01+K1.H1-U1:V/T2,=M01+K1.D2-X1:2,,0,1,外部连接,0.0,0.0,0.0
409,417,=M01+K1.D2-X1:3,=M01+K1.D2-X1:3,,0,1,外部连接,0.0,0.0,0.0
411,419,=M01+K1.H1-U1:W/T3,=M01+K1.D2-X1:3,,0,1,外部连接,0.0,0.0,0.0
413,421,=M01+K1.D2-X1:PE,=M01+K1.D2-X1:PE,,0,1,外部连接,0.0,0.0,0.0
414,422,=M01+K1.H1-U1:G',=M01+K1.D2-X1:PE,,0,1,外部连接,0.0,0.0,0.0
416,424,=M01+K1.H1-U1:S5/TH,=A02+K1.B1-X20-X20.3F:16,,0,1,外部连接,0.0,0.0,0.0
418,426,=M01+K1.H1-U1:SC,=A02+K1.B1-X20-X20.3F:17,,0,1,外部连接,0.0,0.0,0.0
419,427,=A02+K1.B1-W5(-P1):X2:5,=A02+K1.B1-X20-X20.3F:18,,0,1,外部连接,0.0,0.0,0.0
422,430,=A02+K1.B1-A3:11,=A02+K1.B1-X20-X20.3F:19,,0,1,外部连接,0.0,0.0,0.0
424,432,=A02+K1.B1-X20-X20.3F:20,=A02+K1.B1-W5(-P2):X3:6,,0,1,外部连接,0.0,0.0,0.0
426,434,=A02+K1.B1-W5(-P2):X3:8,=A02+K1.B1-X20-X20.3F:21,,0,1,外部连接,0.0,0.0,0.0
428,436,=A02+K1.B1-K20:44,=A02+K1.B1-X20-X20.3F:22,,0,1,外部连接,0.0,0.0,0.0
429,437,=A02+K1.B1-K20:44,=M01+K1.B1-K10:41,,0,1,外部连接,0.0,0.0,0.0
430,438,=M01+K1.B1-K10:41,=M01+K1.B1-K11:41,,0,1,外部连接,0.0,0.0,0.0
431,439,=A02+K1.B1-A2:9,=A02+K1.B1-K20:43,,0,1,外部连接,0.0,0.0,0.0
432,440,=A02+K1.B1-W5(-P1):X2:7,=M01+K1.B1-K9:42,,0,1,外部连接,0.0,0.0,0.0
433,441,=M01+K1.B1-K9:41,=M01+K1.B1-K10:44,,0,1,外部连接,0.0,0.0,0.0
434,442,=M01+K1.B1-K10:44,=M01+K1.B1-K11:44,,0,1,外部连接,0.0,0.0,0.0
436,444,=A02+K1.B1-W5(-P2):X4:2,=A02+K1.B1-X20-X20.3F:23,,0,1,外部连接,0.0,0.0,0.0
438,446,=A02+K1.B1-A2:10,=A02+K1.B1-X20-X20.3F:24,,0,1,外部连接,0.0,0.0,0.0
439,447,=M01+K1.B1-K10:A2,=A02+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
440,448,=M01+K1.B1-K10:A1,=P01+K1.B1-X9:8:5,,0,1,外部连接,0.0,0.0,0.0
441,449,=M01+K1.B1-K11:A2,=A02+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
442,450,=M01+K1.B1-K11:A1,=P01+K1.B1-X9:9:4,,0,1,外部连接,0.0,0.0,0.0
443,451,=M01+K1.B1-K9:A2,=A02+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
444,452,=A02+K1.B1-K20:54,=M01+K1.B1-K9:A1,,0,1,外部连接,0.0,0.0,0.0
445,453,=A02+K1.B1-W5(-P1):X3:3,=A02+K1.B1-K20:53,,0,1,外部连接,0.0,0.0,0.0
446,454,=M01+K1.B1-K10:11,=M01+K1.H1-U1:S1,,0,1,外部连接,0.0,0.0,0.0
447,455,=M01+K1.B1-K10:14,=M01+K1.B1-K11:14,,0,1,外部连接,0.0,0.0,0.0
448,456,=M01+K1.B1-K11:14,=M01+K1.B1-K9:12,,0,1,外部连接,0.0,0.0,0.0
449,457,=M01+K1.B1-K9:12,=M01+K1.H1-U1:SC',,0,1,外部连接,0.0,0.0,0.0
450,458,=M01+K1.B1-K11:11,=M01+K1.H1-U1:S2,,0,1,外部连接,0.0,0.0,0.0
451,459,=M01+K1.B1-K9:11,=M01+K1.H1-U1:S6,,0,1,外部连接,0.0,0.0,0.0
452,460,=M01+K1.H1-U1:S6,=M01+K1.H1-U1:S7/EB,,0,1,外部连接,0.0,0.0,0.0
453,461,=O01+K1.B1-V2:3,=O01+K1.B1-W5(-P2):X1:1,,0,1,外部连接,0.0,0.0,0.0
454,462,=O01+K1.B1-A1:9,=O01+K1.B1-V2:1,,0,1,外部连接,0.0,0.0,0.0
455,463,=O01+K1.B1-V2:1,=O01+K1.B1-V2:21,,0,1,外部连接,0.0,0.0,0.0
456,464,=O01+K1.B1-W5(-P2):X1:2,=A02+K1.B1-X20-X20.4F:18,,0,1,外部连接,0.0,0.0,0.0
457,465,=O01+K1.B1-K4:14,=A02+K1.B1-X20-X20.4F:18,,0,1,外部连接,0.0,0.0,0.0
458,466,=O01+K1.B1-V2:2,=O01+K1.B1-K4:12,,0,1,外部连接,0.0,0.0,0.0
467,475,=O01+K1.B1-K4:11,=A02+K1.B1-X20-X20.4F:17,,0,1,外部连接,0.0,0.0,0.0
470,478,=O01+K1.B1-K1:0,=O01+K1.B1-W5(-P2):X1:3,,0,1,外部连接,0.0,0.0,0.0
471,479,=O01+K1.B1-K4:A2,=O01+K1.B1-K1:A,,0,1,外部连接,0.0,0.0,0.0
478,486,=O01+K1.B1-W5(-P1):X1:2,=A02+K1.B1-X20-X20.4F:21,,0,1,外部连接,0.0,0.0,0.0
481,489,=O01+K1.B1-A1:2,=A02+K1.B1-X20-X20.4F:22,,0,1,外部连接,0.0,0.0,0.0
483,491,=O01+K1.B1-K1:A2,=O01+K1.B1-W5(-P2):X1:4,,0,1,外部连接,0.0,0.0,0.0
484,492,=O01+K1.B1-A1:16,=O01+K1.B1-K1:A1,,0,1,外部连接,0.0,0.0,0.0
486,497,=O01+K1.B1-K4:A1,=O01+K1.B1-A1:1,,0,1,外部连接,0.0,0.0,0.0
487,498,=O01+K1.B1-A1:1,=A02+K1.B1-X20-X20.4F:20,,0,1,外部连接,0.0,0.0,0.0
488,499,=O01+K1.B1-K1:+,=A02+K1.B1-X20-X20.4F:19,,0,1,外部连接,0.0,0.0,0.0
489,500,=O01+K1.B1-W5(-P1):X1:1,=A02+K1.B1-X20-X20.4F:19,,0,1,外部连接,0.0,0.0,0.0
490,501,=O01+K1.B1-A1:5,=A02+K1.B1-X21-X21.1F:23,,0,1,外部连接,0.0,0.0,0.0
491,502,=A02+K1.B1-X21-X21.1F:23,=Q01+K1.B1-A4:6,,0,1,外部连接,0.0,0.0,0.0
492,503,=O01+K1.B1-V1:2.1,=O01+K1.B1-W5(-P1):X1:9,,0,1,外部连接,0.0,0.0,0.0
493,504,=A02+K1.B1-W6(-P2):X1:4,=O01+K1.B1-W5(-P2):X1:9,,0,1,外部连接,0.0,0.0,0.0
494,505,=O01+K1.B1-A2:2,=O01+K1.B1-W5(-P1):X1:6,,0,1,外部连接,0.0,0.0,0.0
495,506,=O01+K1.B1-A2:7,=O01+K1.B1-W5(-P2):X1:8,,0,1,外部连接,0.0,0.0,0.0
496,507,=P01+K1.G1-E1:X3:L,=O02+K1.G1-D2:L,,0,1,外部连接,0.0,0.0,0.0
497,508,=P01+K1.G1-E1:X3:N,=O02+K1.G1-D2:N,,0,1,外部连接,0.0,0.0,0.0
498,509,=P01+K1.G1-E1:X3:PE,=O02+K1.G1-D2:PE,,0,1,外部连接,0.0,0.0,0.0
499,510,=O02+K1.G1-D2:RJ45,=P01+K1.B1-A0.10:3:3,,0,1,外部连接,0.0,0.0,0.0
500,511,=O01+K1.B1-A1:3,=O02+K1.B1-X9:1:4,,0,1,外部连接,0.0,0.0,0.0
501,512,=O02+K1.G1-D2-X6:7,=O02+K1.B1-X9:1:3,,0,1,外部连接,0.0,0.0,0.0
502,513,=O02+K1.B1-X9:2:5,=O01+K1.B1-W5(-P1):P1:2,,0,1,外部连接,0.0,0.0,0.0
503,514,=O02+K1.G1-D2-X6:8,=O02+K1.B1-X9:2:2,,0,1,外部连接,0.0,0.0,0.0
504,515,=O02+K1.B1-X9:3:4,=O01+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
505,516,=O02+K1.G1-D2-X6:9,=O02+K1.B1-X9:3:3,,0,1,外部连接,0.0,0.0,0.0
511,522,=O02+K1.G1-D2-X2:.1,=A02+K1.B1-X20-X20.5F:1,,0,1,外部连接,0.0,0.0,0.0
512,523,=O02+K1.G1-D2-X2:.2,=A02+K1.B1-X20-X20.5F:2,,0,1,外部连接,0.0,0.0,0.0
516,527,=O02+K1.G1-D2-X2:.6,=A02+K1.B1-X20-X20.5F:3,,0,1,外部连接,0.0,0.0,0.0
517,528,=O02+K1.G1-D2-X2:.7,=A02+K1.B1-X20-X20.5F:4,,0,1,外部连接,0.0,0.0,0.0
523,534,=O02+K1.G1-D2-X2:.4,=A02+K1.B1-X20-X20.5F:5,,0,1,外部连接,0.0,0.0,0.0
524,535,=O02+K1.G1-D2-X2:.5,=A02+K1.B1-X20-X20.5F:6,,0,1,外部连接,0.0,0.0,0.0
528,539,=O02+K1.G1-D2-X2:.8,=A02+K1.B1-X20-X20.5F:7,,0,1,外部连接,0.0,0.0,0.0
529,540,=O02+K1.G1-D2-X2:.9,=A02+K1.B1-X20-X20.5F:8,,0,1,外部连接,0.0,0.0,0.0
530,541,=O02+K1.B1-X9:4:5,=O01+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
531,542,=O02+K1.G1-D2-X5:1,=O02+K1.B1-X9:4:2,,0,1,外部连接,0.0,0.0,0.0
532,543,=O02+K1.B1-X9:4:2,=O02+K1.G1-D2-X5:2,,0,1,外部连接,0.0,0.0,0.0
533,544,=O02+K1.B1-X9:5:4,=O01+K1.B1-W5(-P1):P1:2,,0,1,外部连接,0.0,0.0,0.0
534,545,=O02+K1.G1-D2-X5:4,=O02+K1.B1-X9:5:3,,0,1,外部连接,0.0,0.0,0.0
535,546,=O02+K1.B1-X9:5:3,=O02+K1.G1-D2-X5:5,,0,1,外部连接,0.0,0.0,0.0
538,549,=O02+K1.G1-D2:X4.4,=O02+K1.H1-A20-X4:3,,0,1,外部连接,0.0,0.0,0.0
539,550,=O02+K1.G1-D2:X4.3,=O02+K1.H1-A20-X4:1,,0,1,外部连接,0.0,0.0,0.0
540,551,=O02+K1.G1-D2:X4.5,=O02+K1.H1-A20-X4:7,,0,1,外部连接,0.0,0.0,0.0
541,552,=O02+K1.G1-D2:X4.1,=O02+K1.H1-A20-X4:5,,0,1,外部连接,0.0,0.0,0.0
543,554,=O02+K1.H1-A20-X1:2,=O01+K1.B1-W5(-P1):P1:2,,0,1,外部连接,0.0,0.0,0.0
544,555,=O02+K1.H1-A20-X1:4,=O02+K1.B1-O01-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
547,558,=A02+K1.B1-X20-X20.5F:9,=O02+K1.H1-A20-X2:3,,0,1,外部连接,0.0,0.0,0.0
549,560,=A02+K1.B1-X20-X20.5F:10,=O02+K1.H1-A20-X2:2,,0,1,外部连接,0.0,0.0,0.0
551,562,=A02+K1.B1-X20-X20.5F:11,=O02+K1.H1-A20-X2:1,,0,1,外部连接,0.0,0.0,0.0
553,564,=A02+K1.B1-X20-X20.5F:12,=O02+K1.H1-A20-X2:9,,0,1,外部连接,0.0,0.0,0.0
555,566,=A02+K1.B1-X20-X20.5F:13,=O02+K1.H1-A20-X2:7,,0,1,外部连接,0.0,0.0,0.0
557,568,=A02+K1.B1-X20-X20.5F:14,=O02+K1.H1-A20-X2:6,,0,1,外部连接,0.0,0.0,0.0
559,570,=A02+K1.B1-X20-X20.5F:15,=O02+K1.H1-A20-X2:4,,0,1,外部连接,0.0,0.0,0.0
561,572,=A02+K1.B1-X20-X20.5F:16,=O02+K1.H1-A20-X2:5,,0,1,外部连接,0.0,0.0,0.0
566,577,=O01+K1.B1-A1:10,=A02+K1.B1-X20-X20.1F:7,,0,1,外部连接,0.0,0.0,0.0
568,579,=O01+K1.B1-A1:11,=A02+K1.B1-X20-X20.1F:8,,0,1,外部连接,0.0,0.0,0.0
569,580,=O02+K1.H1-A20-X3:5,=O01+K1.B1-W5(-P2):P2:1,,0,1,外部连接,0.0,0.0,0.0
570,581,=O02+K1.H1-A20-X3:3,=O01+K1.B1-A2:1,,0,1,外部连接,0.0,0.0,0.0
571,582,=O02+K1.H1-A20-X3:1,=O01+K1.B1-A2:5,,0,1,外部连接,0.0,0.0,0.0
572,583,=O02+K1.H1-A20-X3:7,=O01+K1.B1-A2:4,,0,1,外部连接,0.0,0.0,0.0
573,584,=P01+K1.G1-D1:L,=P01+K1.G1-E1:X1:L,,0,1,外部连接,0.0,0.0,0.0
574,585,=P01+K1.G1-E1:X0:L,=A01+K1.B1-X20:L,,0,1,外部连接,0.0,0.0,0.0
575,586,=P01+K1.G1-D1:N,=P01+K1.G1-E1:X1:N,,0,1,外部连接,0.0,0.0,0.0
576,587,=P01+K1.G1-E1:X0:N,=A01+K1.B1-X20:N,,0,1,外部连接,0.0,0.0,0.0
577,588,=P01+K1.G1-D1:PE,=P01+K1.G1-E1:X1:PE,,0,1,外部连接,0.0,0.0,0.0
578,589,=P01+K1.G1-E1:X0:PE,=A01+K1.B1-X20:PE,,0,1,外部连接,0.0,0.0,0.0
579,590,=P01+K1.G1-D1:USB1,=P01+K1.G1-E1:USB,,0,1,外部连接,0.0,0.0,0.0
580,591,=P01+K1.G1-D1:USB3,=P01+K1.G2-X1,,0,1,外部连接,0.0,0.0,0.0
581,592,=P01+K1.G2-X1:USB A,=P01+K1.G2-X1,,0,1,外部连接,0.0,0.0,0.0
582,593,=P01+K1.G1-D1:MOUSE,=P01+K1.G2-X2,,0,1,外部连接,0.0,0.0,0.0
583,594,=P01+K1.G2-X2:USB A,=P01+K1.G2-X2,,0,1,外部连接,0.0,0.0,0.0
584,595,=P01+K1.G2-P1:L,=P01+K1.G1-E1:X2:L,,0,1,外部连接,0.0,0.0,0.0
585,596,=P01+K1.G2-P1:N,=P01+K1.G1-E1:X2:N,,0,1,外部连接,0.0,0.0,0.0
586,597,=P01+K1.G2-P1:PE,=P01+K1.G1-E1:X2:PE,,0,1,外部连接,0.0,0.0,0.0
588,599,=P01+K1.G1-D1:RJ45,=P01+K1.B1-A0.10:1:1,,0,1,外部连接,0.0,0.0,0.0
589,600,=A02+K1.A1-X21:Ethernet,=P01+K1.G1-D1:RJ45,,0,1,外部连接,0.0,0.0,0.0
590,601,=P01+K1.B1-X9:1:4,=P01+K1.H1-D2:+,,0,1,外部连接,0.0,0.0,0.0
591,602,=P01+K1.B1-V1:2.1,=P01+K1.B1-X9:1:3,,0,1,外部连接,0.0,0.0,0.0
592,603,=A01+K1.B1-W7(-P1):P1:2,=P01+K1.B1-V1:1.1,,0,1,外部连接,0.0,0.0,0.0
593,604,=P01+K1.B1-X9:PE:1,=P01+K1.H1-D2:GND,,0,1,外部连接,0.0,0.0,0.0
594,605,=P01+K1.B1-X9:2:5,=P01+K1.H1-D2:-,,0,1,外部连接,0.0,0.0,0.0
595,606,=P01+K1.B1-X9:2:2,=A01+K1.B1-W7(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
596,607,=A01+K1.B1-W7(-P2):P2:2,=P01+K1.B1-V1:3.1,,0,1,外部连接,0.0,0.0,0.0
597,608,=P01+K1.H1-D2-LAN-A,=P01+K1.G1-D1:RJ45,,0,1,外部连接,0.0,0.0,0.0
598,609,=A01+K1.B1-W7(-P1):P1:1,=P01+K1.B1-A0.10:US:1,,0,1,外部连接,0.0,0.0,0.0
599,610,=P01+K1.B1-A0.10:US:2,=A01+K1.B1-W7(-P2):P2:1,,0,1,外部连接,0.0,0.0,0.0
600,611,=P01+K1.B1-A0.10:2:2,=P01+K1.H1-D2-LAN-A,,0,1,外部连接,0.0,0.0,0.0
601,612,=A02+K1.H2-X6:PE:2,=P01+K1.B1-A0.10:US:3,,0,1,外部连接,0.0,0.0,0.0
602,613,=P01+K1.B1-A0.0:1,=A02+K1.B1-W5(-P1):X3:5,,0,1,外部连接,0.0,0.0,0.0
603,614,=P01+K1.B1-A0.0:5,=A02+K1.B1-W5(-P2):X4:7,,0,1,外部连接,0.0,0.0,0.0
604,615,=P01+K1.B1-A0.0:2,=A02+K1.B1-W5(-P1):X3:6,,0,1,外部连接,0.0,0.0,0.0
605,616,=P01+K1.B1-A0.0:7,=A02+K1.B1-W5(-P2):X4:8,,0,1,外部连接,0.0,0.0,0.0
606,617,=P01+K1.B1-A0.0:EtherCAT IN,=P01+K1.H1-D2-LAN-A,,0,1,外部连接,0.0,0.0,0.0
607,618,=P01+K1.B1-A0:EtherCAT IN,=P01+K1.B1-A0.0:EtherCAT OUT,,0,1,外部连接,0.0,0.0,0.0
609,620,=F01+K1.D2-X11:1,=F01+K1.D2-X11:1,,0,1,外部连接,0.0,0.0,0.0
610,621,=F01+K1.D2-X11:1,=P01+K1.B1-A0.2:EtherCAT X2,,0,1,外部连接,0.0,0.0,0.0
611,622,=M01+K1.H1-U1:IN:1-8,=P01+K1.B1-A0.2:EtherCAT X1,,0,1,外部连接,0.0,0.0,0.0
