id,connNo,source,target,color,isCable,isInPanel,connType,voltage,current,resistance
613,624,=P01+K1.B1-A0:1,=A01+K1.B1-W7(-P1):X3:5,,0,1,外部连接,0.0,0.0,0.0
614,625,=P01+K1.B1-A0:5,=A01+K1.B1-W7(-P2):X4:7,,0,1,外部连接,0.0,0.0,0.0
615,626,=P01+K1.B1-A0:2,=A02+K1.B1-W5(-P1):X3:6,,0,1,外部连接,0.0,0.0,0.0
616,627,=P01+K1.B1-A0:7,=A02+K1.B1-W5(-P2):X4:8,,0,1,外部连接,0.0,0.0,0.0
617,628,=P01+K1.B1-X9:3:4,=A02+K1.B1-W5(-P1):P1,,0,1,外部连接,0.0,0.0,0.0
618,629,=P01+K1.B1-X9:4:5,=Q01+K1.B1-X9:33:4,,0,1,外部连接,0.0,0.0,0.0
619,630,=P01+K1.B1-X9:5:4,=Q01+K1.B1-X9:41:4,,0,1,外部连接,0.0,0.0,0.0
620,631,=P01+K1.B1-X9:7:4,=A02+K1.B1-K21:71,,0,1,外部连接,0.0,0.0,0.0
634,645,=A02+K1.B1-K21:72,=A02+K1.B1-A3:12,,0,1,外部连接,0.0,0.0,0.0
636,647,=Q01+K1.B1-X20:1:2,=Q01+K1.G1-G1:A,,0,1,外部连接,0.0,0.0,0.0
637,648,=Q01+K1.H2-Q1:T1,=Q01+K1.B1-X20:1:1,,0,1,外部连接,0.0,0.0,0.0
638,649,=A02+K1.H2-W2:2L1,=Q01+K1.H2-Q1:L1,,0,1,外部连接,0.0,0.0,0.0
639,650,=Q01+K1.B1-X20:2:2,=Q01+K1.G1-G1:B,,0,1,外部连接,0.0,0.0,0.0
640,651,=Q01+K1.H2-Q1:T2,=Q01+K1.B1-X20:2:1,,0,1,外部连接,0.0,0.0,0.0
641,652,=A02+K1.H2-W2:2L2,=Q01+K1.H2-Q1:L2,,0,1,外部连接,0.0,0.0,0.0
642,653,=Q01+K1.B1-X20:3:2,=Q01+K1.G1-G1:C,,0,1,外部连接,0.0,0.0,0.0
643,654,=Q01+K1.H2-Q1:T3,=Q01+K1.B1-X20:3:1,,0,1,外部连接,0.0,0.0,0.0
644,655,=A02+K1.H2-W2:2L3,=Q01+K1.H2-Q1:L3,,0,1,外部连接,0.0,0.0,0.0
645,656,=Q01+K1.B1-X20:PE:1,=Q01+K1.G1-G1:PE,,0,1,外部连接,0.0,0.0,0.0
646,657,=A02+K1.H2-X6:3:2,=Q01+K1.B1-X20:PE:2,,0,1,外部连接,0.0,0.0,0.0
656,667,=Q01+K1.H2-Q1:14,=Q01+K1.B1-A1:1,,0,1,外部连接,0.0,0.0,0.0
658,669,=Q01+K1.B1-X9:1:4,=Q01+K1.G1-G1:J2.1,,0,1,外部连接,0.0,0.0,0.0
659,670,=Q01+K1.B1-X9:1:3,=Q01+K1.B1-X9:2:2,,0,1,外部连接,0.0,0.0,0.0
660,671,=Q01+K1.B1-X9:2:5,=Q01+K1.G1-G1:J2.2,,0,1,外部连接,0.0,0.0,0.0
661,672,=Q01+K1.G1-G1:J3.CASE,=A02+K1.B1-W11:SE,,0,1,外部连接,0.0,0.0,0.0
662,673,=Q01+K1.B1-A10:7,=Q01+K1.G1-G1:J3.1,,0,1,外部连接,0.0,0.0,0.0
663,674,=Q01+K1.B1-A10:8,=Q01+K1.G1-G1:J3.2,,0,1,外部连接,0.0,0.0,0.0
664,675,=Q01+K1.B1-A11:3,=Q01+K1.G1-G1:J3.5,,0,1,外部连接,0.0,0.0,0.0
665,676,=Q01+K1.B1-A11:4,=Q01+K1.G1-G1:J3.6,,0,1,外部连接,0.0,0.0,0.0
666,677,=Q01+K1.B1-A11:7,=Q01+K1.G1-G1:J3.7,,0,1,外部连接,0.0,0.0,0.0
667,678,=Q01+K1.B1-A11:8,=Q01+K1.G1-G1:J3.9,,0,1,外部连接,0.0,0.0,0.0
668,679,=Q01+K1.B1-W5(-P2):P2:1,=Q01+K1.B1-X9:4:5,,0,1,外部连接,0.0,0.0,0.0
669,680,=Q01+K1.G1-G1:J4.CASE,=A02+K1.B1-W9:SE,,0,1,外部连接,0.0,0.0,0.0
670,681,=Q01+K1.B1-X9:3:4,=Q01+K1.B1-A1:9,,0,1,外部连接,0.0,0.0,0.0
671,682,=Q01+K1.G1-G1:J4.1,=Q01+K1.B1-X9:3:3,,0,1,外部连接,0.0,0.0,0.0
672,683,=Q01+K1.G1-G1:J4.2,=Q01+K1.B1-X9:4:2,,0,1,外部连接,0.0,0.0,0.0
673,684,=Q01+K1.B1-X9:5:4,=Q01+K1.B1-A1:2,,0,1,外部连接,0.0,0.0,0.0
674,685,=Q01+K1.G1-G1:J4.5,=Q01+K1.B1-X9:5:3,,0,1,外部连接,0.0,0.0,0.0
675,686,=Q01+K1.B1-X9:6:5,=Q01+K1.B1-W5(-P1):X1:1,,0,1,外部连接,0.0,0.0,0.0
676,687,=Q01+K1.G1-G1:J4.6,=Q01+K1.B1-X9:6:2,,0,1,外部连接,0.0,0.0,0.0
677,688,=Q01+K1.B1-X9:7:4,=Q01+K1.B1-A1:3,,0,1,外部连接,0.0,0.0,0.0
678,689,=Q01+K1.G1-G1:J4.7,=Q01+K1.B1-X9:7:3,,0,1,外部连接,0.0,0.0,0.0
679,690,=Q01+K1.B1-X9:8:5,=Q01+K1.B1-W5(-P1):X1:2,,0,1,外部连接,0.0,0.0,0.0
680,691,=Q01+K1.G1-G1:J4.8,=Q01+K1.B1-X9:8:2,,0,1,外部连接,0.0,0.0,0.0
681,692,=Q01+K1.B1-X9:9:4,=Q01+K1.B1-A1:4,,0,1,外部连接,0.0,0.0,0.0
682,693,=Q01+K1.G1-G1:J4.9,=Q01+K1.B1-X9:9:3,,0,1,外部连接,0.0,0.0,0.0
683,694,=Q01+K1.B1-X9:10:5,=Q01+K1.B1-W5(-P1):X1:3,,0,1,外部连接,0.0,0.0,0.0
684,695,=Q01+K1.G1-G1:J4.10,=Q01+K1.B1-X9:10:2,,0,1,外部连接,0.0,0.0,0.0
685,696,=Q01+K1.B1-X9:11:4,=Q01+K1.B1-A1:5,,0,1,外部连接,0.0,0.0,0.0
686,697,=Q01+K1.G1-G1:J4.11,=Q01+K1.B1-X9:11:3,,0,1,外部连接,0.0,0.0,0.0
687,698,=Q01+K1.B1-X9:12:5,=Q01+K1.B1-W5(-P1):X1:4,,0,1,外部连接,0.0,0.0,0.0
688,699,=Q01+K1.G1-G1:J4.12,=Q01+K1.B1-X9:12:2,,0,1,外部连接,0.0,0.0,0.0
689,700,=Q01+K1.B1-X9:13:4,=Q01+K1.B1-A1:6,,0,1,外部连接,0.0,0.0,0.0
690,701,=Q01+K1.G1-G1:J4.13,=Q01+K1.B1-X9:13:3,,0,1,外部连接,0.0,0.0,0.0
691,702,=Q01+K1.B1-X9:14:5,=Q01+K1.B1-W5(-P1):X1:5,,0,1,外部连接,0.0,0.0,0.0
692,703,=Q01+K1.G1-G1:J4.14,=Q01+K1.B1-X9:14:2,,0,1,外部连接,0.0,0.0,0.0
693,704,=Q01+K1.D2-X1:1,=Q01+K1.D2-X1:1,,0,1,外部连接,0.0,0.0,0.0
695,706,=Q01+K1.H2-Q2:T1,=Q01+K1.D2-X1:1,,0,1,外部连接,0.0,0.0,0.0
696,707,=A02+K1.H2-W3:3L1,=Q01+K1.H2-Q2:L1,,0,1,外部连接,0.0,0.0,0.0
697,708,=Q01+K1.D2-X1:2,=Q01+K1.D2-X1:2,,0,1,外部连接,0.0,0.0,0.0
699,710,=Q01+K1.H2-Q2:T2,=Q01+K1.D2-X1:2,,0,1,外部连接,0.0,0.0,0.0
700,711,=Q01+K1.H2-Q2:T2,=Q01+K1.D2-X2:2,,0,1,外部连接,0.0,0.0,0.0
701,712,=A02+K1.H2-W3:3L2,=Q01+K1.H2-Q2:L2,,0,1,外部连接,0.0,0.0,0.0
702,713,=Q01+K1.D2-X1:3,=Q01+K1.D2-X1:3,,0,1,外部连接,0.0,0.0,0.0
703,714,=Q01+K1.H2-Q2:T3,=Q01+K1.D2-X2:1,,0,1,外部连接,0.0,0.0,0.0
704,715,=A02+K1.H2-W3:3L3,=Q01+K1.H2-Q2:L3,,0,1,外部连接,0.0,0.0,0.0
706,717,=Q01+K1.D2-X1:PE,=Q01+K1.D2-X1:PE,,0,1,外部连接,0.0,0.0,0.0
707,718,=A02+K1.H2-X6:4:2,=Q01+K1.D2-X1:PE,,0,1,外部连接,0.0,0.0,0.0
712,723,=Q01+K1.H2-Q2:14,=Q01+K1.B1-A4:1,,0,1,外部连接,0.0,0.0,0.0
713,724,=Q01+K1.H2-Q2:14,=Q01+K1.B1-A7:1,,0,1,外部连接,0.0,0.0,0.0
714,725,=Q01+K1.B1-W5(-P1):P1:2,=Q01+K1.H2-Q2:13,,0,1,外部连接,0.0,0.0,0.0
717,728,=Q01+K1.B1-A4:9,=A02+K1.B1-X21-X21.1F:1,,0,1,外部连接,0.0,0.0,0.0
719,730,=A02+K1.B1-X21-X21.1F:2,=Q01+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
721,732,=Q01+K1.B1-A4:10,=A02+K1.B1-X21-X21.1F:3,,0,1,外部连接,0.0,0.0,0.0
723,734,=A02+K1.B1-X21-X21.1F:4,=Q01+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
725,736,=Q01+K1.B1-A4:11,=A02+K1.B1-X21-X21.1F:5,,0,1,外部连接,0.0,0.0,0.0
727,738,=A02+K1.B1-X21-X21.1F:6,=Q01+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
729,740,=Q01+K1.B1-A4:2,=A02+K1.B1-X21-X21.1F:7,,0,1,外部连接,0.0,0.0,0.0
731,742,=Q01+K1.B1-A4:3,=A02+K1.B1-X21-X21.1F:8,,0,1,外部连接,0.0,0.0,0.0
733,744,=A02+K1.B1-X21-X21.1F:9,=Q01+K1.B1-W5(-P1):P1,,0,1,外部连接,0.0,0.0,0.0
735,746,=Q01+K1.B1-A3:1,=A02+K1.B1-X21-X21.1F:10,,0,1,外部连接,0.0,0.0,0.0
737,748,=Q01+K1.B1-A3:2,=A02+K1.B1-X21-X21.1F:11,,0,1,外部连接,0.0,0.0,0.0
739,750,=Q01+K1.B1-A3:5,=A02+K1.B1-X21-X21.1F:12,,0,1,外部连接,0.0,0.0,0.0
741,752,=Q01+K1.B1-A3:6,=A02+K1.B1-X21-X21.1F:13,,0,1,外部连接,0.0,0.0,0.0
743,754,=Q01+K1.B1-A2:1,=A02+K1.B1-X21-X21.1F:14,,0,1,外部连接,0.0,0.0,0.0
745,756,=Q01+K1.B1-A2:2,=A02+K1.B1-X21-X21.1F:15,,0,1,外部连接,0.0,0.0,0.0
747,758,=Q01+K1.B1-A2:5,=A02+K1.B1-X21-X21.1F:16,,0,1,外部连接,0.0,0.0,0.0
749,760,=Q01+K1.B1-A2:6,=A02+K1.B1-X21-X21.1F:17,,0,1,外部连接,0.0,0.0,0.0
752,763,=Q01+K1.H1-G2:-,=Q01+K1.B1-X9:16:2,,0,1,外部连接,0.0,0.0,0.0
753,764,=Q01+K1.B1-X9:16:2,=Q01+K1.B1-X9:36:2,,0,1,外部连接,0.0,0.0,0.0
754,765,=Q01+K1.H2-Q3:T1,=Q01+K1.H1-G2:L1,,0,1,外部连接,0.0,0.0,0.0
755,766,=A02+K1.H2-W3:3L1,=Q01+K1.H2-Q3:L1,,0,1,外部连接,0.0,0.0,0.0
756,767,=Q01+K1.H1-G2:+,=Q01+K1.B1-X9:15:3,,0,1,外部连接,0.0,0.0,0.0
757,768,=Q01+K1.B1-X9:15:3,=Q01+K1.B1-X9:35:3,,0,1,外部连接,0.0,0.0,0.0
758,769,=Q01+K1.H2-Q3:T2,=Q01+K1.H1-G2:L2,,0,1,外部连接,0.0,0.0,0.0
759,770,=A02+K1.H2-W3:3L2,=Q01+K1.H2-Q3:L2,,0,1,外部连接,0.0,0.0,0.0
760,771,=Q01+K1.H2-Q3:T3,=Q01+K1.H1-G2:L3,,0,1,外部连接,0.0,0.0,0.0
761,772,=A02+K1.H2-W3:3L3,=Q01+K1.H2-Q3:L3,,0,1,外部连接,0.0,0.0,0.0
762,773,=Q01+K1.H1-G2:-,=A02+K1.H2-X6:PE:1,,0,1,外部连接,0.0,0.0,0.0
763,774,=Q01+K1.B1-X9:PE:1,=Q01+K1.H1-G2:PE,,0,1,外部连接,0.0,0.0,0.0
764,775,=Q01+K1.H2-Q3:14,=Q01+K1.B1-A4:4,,0,1,外部连接,0.0,0.0,0.0
765,776,=Q01+K1.H2-Q3:14,=Q01+K1.B1-A7:4,,0,1,外部连接,0.0,0.0,0.0
766,777,=Q01+K1.B1-W5(-P1):P1:1,=Q01+K1.H2-Q3:13,,0,1,外部连接,0.0,0.0,0.0
769,780,=Q01+K1.B1-X9:15:4,=Q01+K1.G1-N2:X0.+24V,,0,1,外部连接,0.0,0.0,0.0
771,782,=Q01+K1.B1-X9:16:5,=Q01+K1.G1-N2:X0.GND,,0,1,外部连接,0.0,0.0,0.0
773,784,=Q01+K1.B1-X9:PE:1,=Q01+K1.G1-N2:X0.PE,,0,1,外部连接,0.0,0.0,0.0
775,787,=Q01+K1.G1-N2:X3A.1,=A02+K1.B1-X21-X21.1F:18,,0,1,外部连接,0.0,0.0,0.0
776,788,=Q01+K1.G1-N2:X3A.2,=A02+K1.B1-X21-X21.1F:19,,0,1,外部连接,0.0,0.0,0.0
777,789,=Q01+K1.G1-N2:X3B.2,=A02+K1.B1-X21-X21.1F:20,,0,1,外部连接,0.0,0.0,0.0
778,790,=Q01+K1.G1-N2:X3B.1,=A02+K1.B1-X21-X21.1F:21,,0,1,外部连接,0.0,0.0,0.0
779,791,=Q01+K1.B1-A5:1,=Q01+K1.G1-N2:X1.9,,0,1,外部连接,0.0,0.0,0.0
780,792,=Q01+K1.B1-A5:3,=Q01+K1.G1-N2:X1.10,,0,1,外部连接,0.0,0.0,0.0
781,793,=Q01+K1.B1-A5:5,=Q01+K1.G1-N2:X1.11,,0,1,外部连接,0.0,0.0,0.0
782,794,=Q01+K1.B1-A5:7,=Q01+K1.G1-N2:X1.12,,0,1,外部连接,0.0,0.0,0.0
783,795,=A02+K1.B1-W11:SE,=Q01+K1.G1-N2:X1.CASE,,0,1,外部连接,0.0,0.0,0.0
784,796,=Q01+K1.B1-X9:17:4,=Q01+K1.G1-N2:X2.E+,,0,1,外部连接,0.0,0.0,0.0
785,797,=Q01+K1.B1-A4:12,=Q01+K1.B1-X9:17:3,,0,1,外部连接,0.0,0.0,0.0
786,798,=Q01+K1.B1-X9:18:5,=Q01+K1.G1-N2:X2.E-,,0,1,外部连接,0.0,0.0,0.0
787,799,=Q01+K1.B1-W5(-P2):P2:2,=Q01+K1.B1-X9:18:2,,0,1,外部连接,0.0,0.0,0.0
788,800,=Q01+K1.B1-X9:19:4,=Q01+K1.G1-N2:X2.NO,,0,1,内部触点常开,0.0,0.0,0.0
789,801,=Q01+K1.B1-A4:5,=Q01+K1.B1-X9:19:3,,0,1,外部连接,0.0,0.0,0.0
790,802,=Q01+K1.B1-X9:20:5,=Q01+K1.G1-N2:X2.COM,,0,1,外部连接,0.0,0.0,0.0
791,803,=Q01+K1.B1-W5(-P1):P1:1,=Q01+K1.B1-X9:20:2,,0,1,外部连接,0.0,0.0,0.0
793,806,=Q01+K1.B1-A13:1,=Q01+K1.B1-X9:21:4,,0,1,外部连接,0.0,0.0,0.0
794,807,=Q01+K1.G2-X1:2,=Q01+K1.B1-X9:21:3,,0,1,外部连接,0.0,0.0,0.0
795,808,=Q01+K1.B1-A13:4,=Q01+K1.B1-X9:22:5,,0,1,外部连接,0.0,0.0,0.0
796,809,=Q01+K1.G2-X1:3,=Q01+K1.B1-X9:22:2,,0,1,外部连接,0.0,0.0,0.0
797,810,=Q01+K1.B1-A13:5,=Q01+K1.B1-X9:23:4,,0,1,外部连接,0.0,0.0,0.0
798,811,=Q01+K1.G2-X1:4,=Q01+K1.B1-X9:23:3,,0,1,外部连接,0.0,0.0,0.0
799,812,=Q01+K1.B1-A13:8,=Q01+K1.B1-X9:24:5,,0,1,外部连接,0.0,0.0,0.0
800,813,=Q01+K1.G2-X1:5,=Q01+K1.B1-X9:24:2,,0,1,外部连接,0.0,0.0,0.0
801,814,=Q01+K1.B1-W5(-P1):P1:2,=Q01+K1.B1-X9:25:4,,0,1,外部连接,0.0,0.0,0.0
802,815,=Q01+K1.G2-X1:6,=Q01+K1.B1-X9:25:3,,0,1,外部连接,0.0,0.0,0.0
803,816,=Q01+K1.B1-X9:26:5,=A02+K1.B1-W11:SE,,0,1,外部连接,0.0,0.0,0.0
804,817,=Q01+K1.G2-X1:8,=Q01+K1.B1-X9:26:2,,0,1,外部连接,0.0,0.0,0.0
805,818,=Q01+K1.B1-X9:27:4,=Q01+K1.B1-X9:30:5,,0,1,外部连接,0.0,0.0,0.0
806,819,=Q01+K1.B1-X9:30:5,=Q01+K1.B1-G4:5,,0,1,外部连接,0.0,0.0,0.0
807,820,=Q01+K1.G2-X1:9,=Q01+K1.B1-X9:27:3,,0,1,外部连接,0.0,0.0,0.0
808,821,=Q01+K1.B1-X9:28:5,=Q01+K1.B1-A12:1,,0,1,外部连接,0.0,0.0,0.0
809,822,=Q01+K1.G2-X1:10,=Q01+K1.B1-X9:28:2,,0,1,外部连接,0.0,0.0,0.0
810,823,=Q01+K1.B1-X9:29:4,=Q01+K1.B1-A12:3,,0,1,外部连接,0.0,0.0,0.0
811,824,=Q01+K1.B1-X9:29:4,=Q01+K1.B1-X9:32:5,,0,1,外部连接,0.0,0.0,0.0
812,825,=Q01+K1.G2-X1:11,=Q01+K1.B1-X9:29:3,,0,1,外部连接,0.0,0.0,0.0
813,826,=Q01+K1.G2-X1:12,=Q01+K1.B1-X9:30:2,,0,1,外部连接,0.0,0.0,0.0
814,827,=Q01+K1.B1-X9:31:4,=Q01+K1.B1-A12:5,,0,1,外部连接,0.0,0.0,0.0
815,828,=Q01+K1.G2-X1:13,=Q01+K1.B1-X9:31:3,,0,1,外部连接,0.0,0.0,0.0
816,829,=Q01+K1.B1-X9:32:5,=Q01+K1.B1-G4:6,,0,1,外部连接,0.0,0.0,0.0
817,830,=Q01+K1.B1-X9:32:5,=Q01+K1.B1-A12:7,,0,1,外部连接,0.0,0.0,0.0
818,831,=Q01+K1.G2-X1:14,=Q01+K1.B1-X9:32:2,,0,1,外部连接,0.0,0.0,0.0
819,832,=Q01+K1.B1-G4:8,=Q01+K1.B1-W5(-P2):P2:1,,0,1,外部连接,0.0,0.0,0.0
820,833,=Q01+K1.B1-G4:7,=Q01+K1.B1-W5(-P1):P1:2,,0,1,外部连接,0.0,0.0,0.0
821,834,=Q01+K1.B1-A6:14,=Q01+K1.B1-K5:12,,0,1,外部连接,0.0,0.0,0.0
823,836,=Q01+K1.B1-K5:11,=A02+K1.B1-X21-X21.2F:1,,0,1,外部连接,0.0,0.0,0.0
825,838,=Q01+K1.B1-W5(-P2):P2:2,=Q01+K1.B1-K5:A2,,0,1,外部连接,0.0,0.0,0.0
826,839,=Q01+K1.B1-A6:4,=Q01+K1.B1-K5:A1,,0,1,外部连接,0.0,0.0,0.0
827,840,=Q01+K1.B1-W5(-P2):P2:1,=Q01+K1.B1-K4:A2,,0,1,外部连接,0.0,0.0,0.0
830,843,=Q01+K1.B1-W5(-P2):P2,=A02+K1.B1-X21-X21.2F:4,,0,1,外部连接,0.0,0.0,0.0
832,845,=Q01+K1.B1-K4:11,=A02+K1.B1-X21-X21.2F:5,,0,1,外部连接,0.0,0.0,0.0
833,846,=Q01+K1.B1-W5(-P1):P1:1,=A02+K1.B1-K20:23,,0,1,外部连接,0.0,0.0,0.0
835,848,=Q01+K1.B1-W5(-P1):P1:2,=Q01+K1.B1-X9:34:2,,0,1,外部连接,0.0,0.0,0.0
840,854,=Q01+K1.B1-K5:14,=A02+K1.B1-X21-X21.2F:2,,0,1,外部连接,0.0,0.0,0.0
841,855,=Q01+K1.B1-K5:14,=Q01+K1.B1-A6:15,,0,1,外部连接,0.0,0.0,0.0
842,856,=Q01+K1.B1-K4:A1,=Q01+K1.B1-A6:5,,0,1,外部连接,0.0,0.0,0.0
843,857,=Q01+K1.B1-R1:1,=Q01+K1.B1-K4:A1,,0,1,外部连接,0.0,0.0,0.0
844,858,=Q01+K1.B1-R1:2,=A02+K1.B1-X21-X21.2F:3,,0,1,外部连接,0.0,0.0,0.0
845,859,=Q01+K1.B1-A6:9,=A02+K1.B1-X21-X21.2F:3,,0,1,外部连接,0.0,0.0,0.0
848,862,=A02+K1.B1-K20:24,=Q01+K1.B1-K4:14,,0,1,外部连接,0.0,0.0,0.0
849,863,=Q01+K1.B1-K4:14,=Q01+K1.B1-X9:33:3,,0,1,外部连接,0.0,0.0,0.0
850,864,=Q01+K1.B1-A6:10,=Q01+K1.B1-X9:33:3,,0,1,外部连接,0.0,0.0,0.0
852,866,=A02+K1.B1-X21-X21.2F:6,=Q01+K1.B1-W5(-P2):P2,,0,1,外部连接,0.0,0.0,0.0
854,868,=A02+K1.B1-X21-X21.2F:7,=Q01+K1.B1-W5(-P1):P1,,0,1,外部连接,0.0,0.0,0.0
856,870,=Q01+K1.B1-A6:2,=A02+K1.B1-X21-X21.2F:8,,0,1,外部连接,0.0,0.0,0.0
858,872,=Q01+K1.B1-A6:1,=A02+K1.B1-X21-X21.2F:9,,0,1,外部连接,0.0,0.0,0.0
860,874,=Q01+K1.B1-A6:3,=A02+K1.B1-X21-X21.2F:10,,0,1,外部连接,0.0,0.0,0.0
864,878,=A02+K1.B1-X20-X20.1F:1,=Q01+K1.B1-A4:13,,0,1,外部连接,0.0,0.0,0.0
866,880,=A02+K1.B1-X20-X20.1F:2,=Q01+K1.B1-A4:14,,0,1,外部连接,0.0,0.0,0.0
867,881,=A02+K1.B1-X21-X21.1F:22,=Q01+K1.B1-W5(-P1):X3:3,,0,1,外部连接,0.0,0.0,0.0
870,884,=A02+K1.B1-X21-X21.1F:24,=Q01+K1.B1-W5(-P2):X3:1,,0,1,外部连接,0.0,0.0,0.0
872,886,=Q01+K1.D2-X2:1,=Q01+K1.D2-X2:1,,0,1,外部连接,0.0,0.0,0.0
874,888,=Q01+K1.D2-X2:2,=Q01+K1.D2-X2:2,,0,1,外部连接,0.0,0.0,0.0
876,890,=Q01+K1.D2-X2:3,=Q01+K1.D2-X2:3,,0,1,外部连接,0.0,0.0,0.0
878,892,=Q01+K1.D2-X2:PE,=Q01+K1.D2-X2:PE,,0,1,外部连接,0.0,0.0,0.0
879,893,=A02+K1.H2-X6:PE:2,=Q01+K1.D2-X2:PE,,0,1,外部连接,0.0,0.0,0.0
886,904,=Q01+K1.B1-A7:9,=A02+K1.B1-X21-X21.3F:1,,0,1,外部连接,0.0,0.0,0.0
888,906,=A02+K1.B1-X21-X21.3F:2,=Q01+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
890,908,=Q01+K1.B1-A7:10,=A02+K1.B1-X21-X21.3F:3,,0,1,外部连接,0.0,0.0,0.0
892,910,=A02+K1.B1-X21-X21.3F:4,=Q01+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
894,912,=Q01+K1.B1-A7:11,=A02+K1.B1-X21-X21.3F:5,,0,1,外部连接,0.0,0.0,0.0
896,914,=A02+K1.B1-X21-X21.3F:6,=Q01+K1.B1-W5(-P2):P2:2,,0,1,外部连接,0.0,0.0,0.0
898,916,=Q01+K1.B1-A7:2,=A02+K1.B1-X21-X21.3F:7,,0,1,外部连接,0.0,0.0,0.0
900,918,=Q01+K1.B1-A7:3,=A02+K1.B1-X21-X21.3F:8,,0,1,外部连接,0.0,0.0,0.0
902,920,=Q01+K1.B1-W5(-P1):P1:1,=A02+K1.B1-X21-X21.3F:9,,0,1,外部连接,0.0,0.0,0.0
905,923,=Q01+K1.B1-A3:3,=A02+K1.B1-X21-X21.3F:10,,0,1,外部连接,0.0,0.0,0.0
907,925,=Q01+K1.B1-A3:4,=A02+K1.B1-X21-X21.3F:11,,0,1,外部连接,0.0,0.0,0.0
909,927,=Q01+K1.B1-A3:7,=A02+K1.B1-X21-X21.3F:12,,0,1,外部连接,0.0,0.0,0.0
911,929,=Q01+K1.B1-A3:8,=A02+K1.B1-X21-X21.3F:13,,0,1,外部连接,0.0,0.0,0.0
913,931,=Q01+K1.B1-A2:3,=A02+K1.B1-X21-X21.3F:14,,0,1,外部连接,0.0,0.0,0.0
915,933,=Q01+K1.B1-A2:4,=A02+K1.B1-X21-X21.3F:15,,0,1,外部连接,0.0,0.0,0.0
917,935,=Q01+K1.B1-A2:7,=A02+K1.B1-X21-X21.3F:16,,0,1,外部连接,0.0,0.0,0.0
919,937,=Q01+K1.B1-A2:8,=A02+K1.B1-X21-X21.3F:17,,0,1,外部连接,0.0,0.0,0.0
927,946,=Q01+K1.G1-N5:X3A.1,=A02+K1.B1-X21-X21.3F:18,,0,1,外部连接,0.0,0.0,0.0
928,947,=Q01+K1.B1-X9:35:4,=Q01+K1.G1-N5:X0.+24V,,0,1,外部连接,0.0,0.0,0.0
929,948,=Q01+K1.G1-N5:X3A.2,=A02+K1.B1-X21-X21.3F:19,,0,1,外部连接,0.0,0.0,0.0
930,949,=Q01+K1.B1-X9:36:5,=Q01+K1.G1-N5:X0.GND,,0,1,外部连接,0.0,0.0,0.0
931,950,=Q01+K1.G1-N5:X3B.2,=A02+K1.B1-X21-X21.3F:20,,0,1,外部连接,0.0,0.0,0.0
932,951,=Q01+K1.B1-X9:PE:1,=Q01+K1.G1-N5:X0.PE,,0,1,外部连接,0.0,0.0,0.0
933,952,=Q01+K1.G1-N5:X3B.1,=A02+K1.B1-X21-X21.3F:21,,0,1,外部连接,0.0,0.0,0.0
934,953,=Q01+K1.B1-A8:1,=Q01+K1.G1-N5:X1.9,,0,1,外部连接,0.0,0.0,0.0
936,955,=Q01+K1.B1-X9:37:4,=Q01+K1.G1-N5:X2.E+,,0,1,外部连接,0.0,0.0,0.0
937,956,=Q01+K1.B1-A7:12,=Q01+K1.B1-X9:37:3,,0,1,外部连接,0.0,0.0,0.0
938,957,=Q01+K1.B1-W5(-P2):P2:2,=Q01+K1.B1-X9:38:2,,0,1,外部连接,0.0,0.0,0.0
939,958,=Q01+K1.B1-A7:5,=Q01+K1.B1-X9:39:3,,0,1,外部连接,0.0,0.0,0.0
940,959,=Q01+K1.B1-W5(-P1):P1:1,=Q01+K1.B1-X9:40:2,,0,1,外部连接,0.0,0.0,0.0
942,962,=Q01+K1.B1-A8:3,=Q01+K1.G1-N5:X1.10,,0,1,外部连接,0.0,0.0,0.0
943,963,=Q01+K1.B1-A8:5,=Q01+K1.G1-N5:X1.11,,0,1,外部连接,0.0,0.0,0.0
944,964,=Q01+K1.B1-A8:7,=Q01+K1.G1-N5:X1.12,,0,1,外部连接,0.0,0.0,0.0
946,966,=Q01+K1.B1-X9:38:5,=Q01+K1.G1-N5:X2.E-,,0,1,外部连接,0.0,0.0,0.0
947,967,=Q01+K1.B1-X9:39:4,=Q01+K1.G1-N5:X2.NO,,0,1,内部触点常开,0.0,0.0,0.0
948,968,=Q01+K1.B1-X9:40:5,=Q01+K1.G1-N5:X2.COM,,0,1,外部连接,0.0,0.0,0.0
949,969,=Q01+K1.B1-A9:14,=Q01+K1.B1-K7:12,,0,1,外部连接,0.0,0.0,0.0
951,971,=Q01+K1.B1-K7:11,=A02+K1.B1-X21-X21.4F:1,,0,1,外部连接,0.0,0.0,0.0
953,973,=Q01+K1.B1-K7:A2,=Q01+K1.B1-W5(-P2):P2:1,,0,1,外部连接,0.0,0.0,0.0
954,974,=Q01+K1.B1-A9:4,=Q01+K1.B1-K7:A1,,0,1,外部连接,0.0,0.0,0.0
